,y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22
sample_280,13.533,50.138000000000005,2587.2,26.006,50.268,3077.3,23.551,67.994,259.36,324.89,95.205,77.551,30.859,9.1032,25.258000000000003,7.152,20.49,1.6914,30.636,13.8,23.373,1.5431,20.999000000000002
sample_281,13.533,50.383,2590.8,27.476999999999997,48.678000000000004,3079.9,23.335,67.965,264.89,326.42,95.23200000000001,77.86,31.143,8.9609,24.995,6.7452,19.83,1.7444,30.947,13.714,22.631,1.4984,20.467
sample_282,13.533,50.656000000000006,2594.6,26.101999999999997,50.211999999999996,3080.5,22.789,67.973,269.98,327.6,95.235,77.595,31.143,8.9609,24.995,6.7452,19.83,1.7444,30.947,13.714,22.631,1.4984,20.467
sample_283,13.533,47.883,2598.7,25.801,51.103,3083.5,21.840999999999998,67.98,270.47,329.01,95.04700000000001,77.767,31.659000000000002,9.1132,25.323,6.9935,20.22,1.7065,31.535999999999998,13.716,23.355999999999998,1.4867,20.933000000000003
sample_284,13.533,52.306000000000004,2599.7,23.741,49.225,3086.9,22.373,67.964,272.37,328.88,94.791,77.538,31.659000000000002,9.1132,25.323,6.9935,20.22,1.7065,31.535999999999998,13.716,23.355999999999998,1.4867,20.933000000000003
sample_285,13.533,49.831,2598.5,24.864,49.236999999999995,3083.4,23.750999999999998,67.937,274.69,330.39,95.014,77.306,31.916999999999998,8.7585,25.568,6.9336,19.897000000000002,1.7317,31.768,13.717,22.92,1.5354,20.502
sample_286,17.543,52.185,2599.8,25.443,50.536,3082.4,23.193,67.908,278.42,331.58,94.96700000000001,77.385,31.916999999999998,8.7585,25.568,6.9336,19.897000000000002,1.7317,31.768,13.717,22.92,1.5354,20.502
sample_287,17.543,51.585,2603.6,24.666,49.593,3083.6,23.406,67.955,279.95,332.31,95.006,77.542,32.134,8.8297,25.249000000000002,6.9787,20.022000000000002,1.6957,32.061,13.562999999999999,22.691,1.4634,20.408
sample_288,17.543,50.88,2603.5,24.594,48.498000000000005,3085.1,22.495,68.014,283.4,333.43,94.796,77.2,32.134,8.8297,25.249000000000002,6.9787,20.022000000000002,1.6957,32.061,13.562999999999999,22.691,1.4634,20.408
sample_289,17.543,49.937,2606.4,25.248,48.565,3084.7,23.362,68.047,285.27,334.19,95.027,77.53399999999999,32.299,8.7726,25.679000000000002,6.9601,19.909000000000002,1.7161,32.619,13.636,22.238000000000003,1.3932,20.36
sample_290,17.543,50.06100000000001,2608.5,22.781999999999996,51.221000000000004,3087.3,23.188000000000002,68.102,287.24,334.65,94.774,77.625,32.299,8.7726,25.679000000000002,6.9601,19.909000000000002,1.7161,32.619,13.636,22.238000000000003,1.3932,20.36
sample_291,17.543,49.832,2610.9,25.543000000000003,49.391000000000005,3088.7,22.816,68.176,287.88,335.55,94.945,77.436,31.873,8.8364,25.025,7.1555,20.009,1.7006,32.344,13.530999999999999,22.009,1.5051,20.34
sample_292,17.543,49.217,2613.2,25.851,50.11,3090.8,22.991999999999997,68.234,294.39,336.52,94.84700000000001,77.354,31.873,8.8364,25.025,7.1555,20.009,1.7006,32.344,13.530999999999999,22.009,1.5051,20.34
sample_293,17.543,49.412,2617.7,25.393,51.129,3091.9,22.699,68.262,295.08,337.63,95.001,77.296,32.039,8.7499,25.151999999999997,6.9695,19.721,1.665,32.18,13.544,22.629,1.3645,19.864
sample_294,17.543,49.275,2619.4,24.728,51.371,3093.7,23.055,68.26,302.22,339.25,95.09899999999999,77.259,32.039,8.7499,25.151999999999997,6.9695,19.721,1.665,32.18,13.544,22.629,1.3645,19.864
sample_295,17.543,48.971000000000004,2627.7,26.276,51.765,3097.5,23.697,68.263,302.06,340.55,94.874,77.726,31.951,8.6793,25.198,6.8271,19.392,1.6942,33.22,13.709000000000001,22.377,1.3926,19.86
sample_296,17.543,50.488,2636.1,25.141,49.24,3105.2,23.406999999999996,68.37100000000001,303.92,342.03,94.81,77.90100000000001,31.951,8.6793,25.198,6.8271,19.392,1.6942,33.22,13.709000000000001,22.377,1.3926,19.86
sample_297,17.543,49.621,2637.7,24.648000000000003,50.053000000000004,3109.0,23.046,68.486,310.67,342.45,94.649,77.307,32.468,8.6929,25.247,6.727,19.651,1.6909,33.326,13.618,22.663,1.5801,19.482
sample_298,17.543,50.357,2641.6,23.241999999999997,50.935,3110.3,23.214000000000002,68.5,310.4,343.77,94.605,77.791,32.468,8.6929,25.247,6.727,19.651,1.6909,33.326,13.618,22.663,1.5801,19.482
sample_299,17.543,50.82899999999999,2647.5,23.979,50.063,3114.2,23.108,68.592,315.09,345.13,94.484,77.832,32.923,8.8243,25.573,6.7072,19.160999999999998,1.7324,33.580999999999996,13.571,22.403000000000002,1.3835,19.217
sample_300,17.543,49.213,2651.0,24.705,49.446000000000005,3115.0,22.241999999999997,68.65,316.26,346.41,94.46700000000001,77.383,32.923,8.8243,25.573,6.7072,19.160999999999998,1.7324,33.580999999999996,13.571,22.403000000000002,1.3835,19.217
sample_301,19.14,51.138999999999996,2651.6,25.593000000000004,48.114,3116.0,22.491,68.678,319.77,346.73,94.67,77.756,33.264,8.8124,25.498,6.6989,19.417,1.6971,33.926,13.517000000000001,22.568,1.3251,19.297
sample_302,19.14,49.708999999999996,2653.0,24.191999999999997,50.903,3117.5,22.377,68.725,323.24,347.43,94.31200000000001,77.395,33.264,8.8124,25.498,6.6989,19.417,1.6971,33.926,13.517000000000001,22.568,1.3251,19.297
sample_303,19.14,49.28,2655.5,25.366999999999997,50.599,3117.3,22.570999999999998,68.703,323.6,348.09,94.559,77.111,33.203,8.7003,25.309,7.1171,18.785999999999998,1.6593,34.287,13.524000000000001,22.482,1.3745,18.551
sample_304,19.14,49.283,2657.7,23.936999999999998,48.571000000000005,3118.2,22.27,68.669,327.96,349.05,94.49700000000001,77.33,33.203,8.7003,25.309,7.1171,18.785999999999998,1.6593,34.287,13.524000000000001,22.482,1.3745,18.551
sample_305,19.14,49.623000000000005,2661.5,25.412,48.833999999999996,3120.1,22.142,68.71600000000001,330.66,349.18,94.76799999999999,77.3,33.027,8.7002,26.421999999999997,6.9677,18.97,1.7147,35.004,13.536,22.605,1.3632,18.937
sample_306,19.14,50.371,2667.8,24.015,49.903,3125.3,22.094,68.741,333.09,349.95,94.771,77.643,33.027,8.7002,26.421999999999997,6.9677,18.97,1.7147,35.004,13.536,22.605,1.3632,18.937
sample_307,19.14,50.198,2674.2,25.024,49.034,3131.1,23.508000000000003,68.819,332.31,350.38,94.744,77.694,33.071999999999996,8.6323,25.982,6.9379,18.723,1.7037,34.602,13.314,23.038,1.3703,18.442999999999998
sample_308,19.14,48.586000000000006,2678.3,24.874000000000002,50.253,3136.2,22.594,68.875,335.58,350.95,94.62100000000001,77.399,33.071999999999996,8.6323,25.982,6.9379,18.723,1.7037,34.602,13.314,23.038,1.3703,18.442999999999998
sample_309,19.14,49.184,2684.8,24.68,50.839,3141.1,22.861,68.896,336.84,351.71,94.613,77.236,33.591,8.5611,26.069000000000003,6.7364,18.816,1.6769999999999998,34.779,13.355,23.166999999999998,1.3284,18.840999999999998
sample_310,19.14,49.763000000000005,2687.9,24.404,50.095,3144.8,23.526999999999997,68.928,341.31,352.32,94.633,77.611,33.591,8.5611,26.069000000000003,6.7364,18.816,1.6769999999999998,34.779,13.355,23.166999999999998,1.3284,18.840999999999998
sample_311,19.14,50.742,2692.0,23.502,50.013000000000005,3147.4,23.805,68.96600000000001,339.57,352.52,94.493,77.222,33.427,8.4972,25.956,6.8723,17.835,1.6721,34.713,13.412,22.959,1.1652,18.416
sample_312,19.14,49.678000000000004,2691.6,23.05,48.935,3148.0,22.182,68.96300000000001,340.09,352.93,94.425,77.123,33.427,8.4972,25.956,6.8723,17.835,1.6721,34.713,13.412,22.959,1.1652,18.416
sample_313,19.14,47.61,2693.1,23.111,49.132,3146.9,22.483,68.918,342.63,353.04,94.557,76.833,33.551,8.5582,26.656,6.6198,18.623,1.651,34.639,13.283,23.401999999999997,1.3737,17.845
sample_314,19.14,51.22,2696.2,26.324,49.626999999999995,3148.5,23.854,68.814,346.65,353.21,94.439,77.00399999999999,33.551,8.5582,26.656,6.6198,18.623,1.651,34.639,13.283,23.401999999999997,1.3737,17.845
sample_315,19.14,49.879,2699.0,23.283,49.405,3152.6,22.916,68.852,345.52,353.55,94.46700000000001,77.377,33.213,8.5515,26.56,6.7958,18.226,1.6540000000000001,35.0,13.386,23.320999999999998,1.1748,17.792
sample_316,17.085,50.748000000000005,2698.7,25.03,49.26,3152.8,23.427,68.84899999999999,342.2,353.37,94.18299999999999,76.497,33.213,8.5515,26.56,6.7958,18.226,1.6540000000000001,35.0,13.386,23.320999999999998,1.1748,17.792
sample_317,17.085,48.315,2699.8,24.171999999999997,51.288000000000004,3152.3,23.603,68.755,344.11,353.25,94.444,77.017,33.207,8.5151,25.951999999999998,6.9492,18.474,1.7222,34.713,13.297,23.721999999999998,1.2615,18.156
sample_318,17.085,50.809,2701.9,24.761,48.461000000000006,3153.9,22.999000000000002,68.747,343.94,353.08,94.412,77.077,33.207,8.5151,25.951999999999998,6.9492,18.474,1.7222,34.713,13.297,23.721999999999998,1.2615,18.156
sample_319,17.085,49.736999999999995,2702.6,23.121,49.321000000000005,3153.0,22.353,68.723,342.05,352.8,94.486,77.19,32.919000000000004,8.5517,26.79,6.9165,18.476,1.7346,34.417,13.425999999999998,24.145,1.1582,17.655
sample_320,17.085,49.945,2703.4,25.22,49.371,3154.6,21.908,68.725,343.87,352.56,94.551,77.098,32.919000000000004,8.5517,26.79,6.9165,18.476,1.7346,34.417,13.425999999999998,24.145,1.1582,17.655
sample_321,17.085,49.938,2703.5,25.443,48.409,3155.7,22.820999999999998,68.694,340.91,353.01,94.477,76.822,33.578,8.5491,26.703000000000003,6.8545,17.939,1.6761,34.574,13.356,23.936,1.2535,17.973
sample_322,17.085,50.938,2704.6,24.369,49.636,3156.0,21.081,68.617,341.65,352.94,94.756,76.792,33.578,8.5491,26.703000000000003,6.8545,17.939,1.6761,34.574,13.356,23.936,1.2535,17.973
sample_323,17.085,48.977,2704.9,24.89,50.03,3157.3,23.732,68.567,342.43,352.39,94.539,76.983,33.03,8.4224,26.828000000000003,6.7731,18.472,1.6798,34.298,13.084000000000001,24.182,1.3443,18.022000000000002
sample_324,17.085,49.992,2708.1,24.772,49.288999999999994,3158.6,21.53,68.58800000000001,340.51,352.23,94.626,76.655,33.03,8.4224,26.828000000000003,6.7731,18.472,1.6798,34.298,13.084000000000001,24.182,1.3443,18.022000000000002
sample_325,17.085,51.303000000000004,2707.6,24.098000000000003,50.015,3159.1,23.000999999999998,68.59,339.9,351.94,94.536,76.442,33.343,8.5374,27.076,6.932,18.156,1.6668,34.62,13.344000000000001,24.529,1.2958,17.397000000000002
sample_326,17.085,50.351000000000006,2705.2,24.046999999999997,49.07899999999999,3160.1,22.487,68.56,337.69,351.54,94.551,76.40899999999999,33.343,8.5374,27.076,6.932,18.156,1.6668,34.62,13.344000000000001,24.529,1.2958,17.397000000000002
sample_327,17.085,49.663999999999994,2702.0,25.061999999999998,49.63,3156.5,23.035,68.449,336.01,351.7,94.691,76.657,32.647,8.4731,26.928,6.8199,18.073,1.6626,33.745,13.321,25.015,1.2186,17.182000000000002
sample_328,17.085,50.224,2704.6,25.75,49.048,3157.6,22.083000000000002,68.405,335.02,350.78,94.62299999999999,76.676,32.647,8.4731,26.928,6.8199,18.073,1.6626,33.745,13.321,25.015,1.2186,17.182000000000002
sample_329,17.085,48.985,2703.2,24.791999999999998,49.647,3159.2,22.738000000000003,68.368,331.52,350.01,94.73100000000001,76.566,32.397,8.7139,26.686,6.7045,18.246,1.6580000000000001,34.191,13.254000000000001,24.804000000000002,1.2827,17.796
sample_330,17.085,48.963,2705.0,23.962,50.166000000000004,3160.1,22.345,68.324,329.31,349.87,94.631,76.755,32.397,8.7139,26.686,6.7045,18.246,1.6580000000000001,34.191,13.254000000000001,24.804000000000002,1.2827,17.796
sample_331,20.879,49.966,2702.6,24.730999999999998,49.79,3159.9,21.913,68.301,329.17,349.27,94.579,76.484,32.36,8.7099,26.531999999999996,6.8759,18.261,1.6576,34.566,13.255999999999998,24.569000000000003,1.3938,17.531
sample_332,20.879,50.239,2701.3,25.989,49.992,3158.1,22.054000000000002,68.212,326.87,348.97,94.501,76.157,32.36,8.7099,26.531999999999996,6.8759,18.261,1.6576,34.566,13.255999999999998,24.569000000000003,1.3938,17.531
sample_333,20.879,51.011,2697.9,23.77,51.176,3155.8,23.035,68.156,329.48,348.7,94.706,76.594,32.685,8.7389,27.225,6.7563,18.157,1.6340000000000001,34.161,13.259,25.015,1.2254,17.769000000000002
sample_334,20.879,49.723,2697.9,26.967,50.761,3154.6,23.855,68.127,326.59,348.33,94.73100000000001,76.447,32.685,8.7389,27.225,6.7563,18.157,1.6340000000000001,34.161,13.259,25.015,1.2254,17.769000000000002
sample_335,20.879,49.303000000000004,2697.7,25.259,50.653,3154.8,22.726,68.163,326.42,348.23,94.62799999999999,76.482,32.928000000000004,8.5525,27.508000000000003,6.8333,17.989,1.6849,33.827,13.405,24.566,1.4079,17.762
sample_336,20.879,50.431999999999995,2694.4,23.147,49.423,3152.6,22.427,68.14399999999999,325.91,346.97,94.669,76.43,32.928000000000004,8.5525,27.508000000000003,6.8333,17.989,1.6849,33.827,13.405,24.566,1.4079,17.762
sample_337,20.879,50.467,2688.0,24.156999999999996,48.724,3149.4,22.63,68.154,321.1,346.52,94.8,76.14,32.606,8.6959,27.259,6.8542,18.511,1.6511,33.859,13.442,24.656,1.215,17.898
sample_338,20.879,50.375,2684.8,23.925,47.586999999999996,3145.0,23.476999999999997,68.07,322.02,345.53,94.899,76.212,32.606,8.6959,27.259,6.8542,18.511,1.6511,33.859,13.442,24.656,1.215,17.898
sample_339,20.879,49.625,2680.7,24.959,50.263999999999996,3142.3,22.766,68.01,321.76,344.91,94.71799999999999,76.189,32.28,8.6391,26.988000000000003,6.9404,18.885,1.6807,33.61,13.547,24.896,1.4082,18.208
sample_340,20.879,49.271,2676.7,26.343000000000004,50.652,3140.9,22.601999999999997,67.992,318.67,343.92,95.094,76.452,32.28,8.6391,26.988000000000003,6.9404,18.885,1.6807,33.61,13.547,24.896,1.4082,18.208
sample_341,20.879,48.847,2676.6,25.316,50.935,3139.2,23.471,68.006,318.62,343.03,94.88799999999999,76.429,32.385999999999996,8.57,26.631,6.9484,18.749000000000002,1.6667,32.98,13.616,24.954,1.4002,18.392
sample_342,20.879,49.8,2672.7,25.06,49.408,3138.3,22.718000000000004,68.029,317.29,342.02,95.13799999999999,76.319,32.385999999999996,8.57,26.631,6.9484,18.749000000000002,1.6667,32.98,13.616,24.954,1.4002,18.392
sample_343,20.879,50.823,2668.8,25.691999999999997,49.261,3134.4,23.191,68.042,313.68,341.57,95.0,76.005,32.086999999999996,8.8281,26.928,6.7655,18.937,1.7056,32.861,13.512,25.127,1.2769,18.363
sample_344,20.879,50.893,2666.9,26.674,49.705,3132.5,22.676,67.994,316.7,340.73,95.20700000000001,76.51100000000001,32.086999999999996,8.8281,26.928,6.7655,18.937,1.7056,32.861,13.512,25.127,1.2769,18.363
sample_345,20.879,48.88,2664.4,25.938000000000002,49.498000000000005,3133.4,22.006,67.986,311.5,339.66,95.014,76.282,31.750999999999998,8.7708,26.498,6.8420000000000005,18.857,1.6954,32.734,13.463,24.706999999999997,1.3517,18.593
sample_346,14.814,50.808,2662.2,23.64,50.166000000000004,3131.5,24.576,68.012,313.62,339.29,94.99799999999999,76.507,31.750999999999998,8.7708,26.498,6.8420000000000005,18.857,1.6954,32.734,13.463,24.706999999999997,1.3517,18.593
sample_347,14.814,51.422,2658.9,23.941,50.492,3130.3,21.7,68.061,314.66,338.6,95.02,75.76,31.85,8.6255,26.585,7.2877,18.979,1.6773,32.599000000000004,13.63,25.279,1.3231,18.521
sample_348,14.814,50.095,2655.4,23.664,49.214,3127.1,23.703000000000003,68.023,313.25,337.68,95.00200000000001,76.416,31.85,8.6255,26.585,7.2877,18.979,1.6773,32.599000000000004,13.63,25.279,1.3231,18.521
sample_349,14.814,50.013999999999996,2655.9,24.928,49.698,3125.6,23.191999999999997,68.057,314.72,337.18,95.305,76.604,31.570999999999998,8.84,26.68,7.1566,18.85,1.7269999999999999,31.906,13.867,24.534000000000002,1.4259,18.871
sample_350,14.814,50.228,2653.9,24.844,50.848,3126.0,23.717,68.105,310.16,336.47,95.199,76.309,31.570999999999998,8.84,26.68,7.1566,18.85,1.7269999999999999,31.906,13.867,24.534000000000002,1.4259,18.871
sample_351,14.814,49.735,2652.2,24.041,49.378,3127.6,22.715,68.133,313.92,336.15,95.51100000000001,76.447,31.835,8.9539,26.585,6.9954,19.067999999999998,1.6647,32.039,13.795,24.734,1.4805,18.912
sample_352,14.814,49.531000000000006,2653.6,26.164,49.848,3127.6,22.881,68.17399999999999,317.39,336.33,95.281,76.557,31.835,8.9539,26.585,6.9954,19.067999999999998,1.6647,32.039,13.795,24.734,1.4805,18.912
sample_353,14.814,48.318999999999996,2654.4,24.846999999999998,50.051,3128.1,22.223000000000003,68.221,315.9,336.26,95.37,76.426,31.174,8.9503,26.491,6.9506,19.207,1.7543,32.36,13.716,24.754,1.5254,19.209
sample_354,14.814,50.266000000000005,2652.0,24.058000000000003,51.126000000000005,3127.4,21.829,68.263,316.2,335.6,95.15799999999999,76.348,31.174,8.9503,26.491,6.9506,19.207,1.7543,32.36,13.716,24.754,1.5254,19.209
sample_355,14.814,51.318999999999996,2652.3,24.546999999999997,51.891000000000005,3127.9,22.704,68.28,316.85,335.29,95.181,76.624,31.355999999999998,8.9254,26.662,6.8493,19.596,1.7473,31.97,13.735999999999999,24.289,1.4829,19.346
sample_356,14.814,49.912,2651.5,24.986,51.34,3127.8,21.546999999999997,68.322,315.73,335.13,95.06299999999999,76.66199999999999,31.355999999999998,8.9254,26.662,6.8493,19.596,1.7473,31.97,13.735999999999999,24.289,1.4829,19.346
sample_357,14.814,50.51,2649.3,24.599,48.618,3125.6,22.901999999999997,68.322,320.56,335.21,95.10600000000001,76.385,31.635,8.717,26.156999999999996,7.0673,19.748,1.6829,31.651,13.62,24.403000000000002,1.6,19.088
sample_358,14.814,50.553999999999995,2649.4,23.656,47.928000000000004,3125.7,22.63,68.343,318.99,334.99,94.88600000000001,76.922,31.635,8.717,26.156999999999996,7.0673,19.748,1.6829,31.651,13.62,24.403000000000002,1.6,19.088
sample_359,14.814,49.738,2646.8,25.734,51.405,3124.1,22.844,68.38600000000001,320.58,335.73,95.115,76.568,31.205,8.7143,26.217,6.8272,19.617,1.7398,31.701999999999998,13.738,24.315,1.4566,19.619
sample_360,14.814,48.934,2647.3,26.125999999999998,50.305,3122.3,24.038,68.42,322.05,335.69,95.147,76.569,31.205,8.7143,26.217,6.8272,19.617,1.7398,31.701999999999998,13.738,24.315,1.4566,19.619
sample_361,20.686999999999998,50.256,2646.8,26.449,50.056000000000004,3124.5,22.147,68.498,323.39,335.06,95.05,76.57,31.561,8.6355,26.474,6.9316,19.500999999999998,1.7633,31.916,13.857000000000001,24.028000000000002,1.6553,19.379
sample_362,20.686999999999998,51.788999999999994,2647.5,25.409000000000002,50.008,3123.6,22.244,68.567,323.95,335.62,94.936,76.678,31.561,8.6355,26.474,6.9316,19.500999999999998,1.7633,31.916,13.857000000000001,24.028000000000002,1.6553,19.379
sample_363,20.686999999999998,50.315,2645.6,25.511999999999997,49.817,3121.7,22.898000000000003,68.654,328.47,336.03,94.916,76.501,31.484,9.1071,26.656999999999996,6.8162,19.359,1.757,31.925,13.624,23.976999999999997,1.49,19.064
sample_364,20.686999999999998,50.876999999999995,2646.8,25.072,49.9,3121.4,22.923000000000002,68.73100000000001,329.03,336.24,94.98700000000001,76.946,31.484,9.1071,26.656999999999996,6.8162,19.359,1.757,31.925,13.624,23.976999999999997,1.49,19.064
sample_365,20.686999999999998,48.41,2648.3,24.676,50.351000000000006,3123.1,21.623,68.85600000000001,332.33,336.48,94.934,76.433,31.723000000000003,8.9961,25.87,6.9044,19.285999999999998,1.7183,32.15,13.847999999999999,24.169,1.4774,19.427
sample_366,20.686999999999998,51.236000000000004,2643.4,24.36,47.667,3119.8,23.023000000000003,68.882,334.9,336.2,94.889,76.459,31.723000000000003,8.9961,25.87,6.9044,19.285999999999998,1.7183,32.15,13.847999999999999,24.169,1.4774,19.427
sample_367,20.686999999999998,49.471000000000004,2640.3,25.105999999999998,49.23,3116.7,22.655,68.898,336.64,336.35,94.87299999999999,76.122,31.871,9.0844,26.244,7.053,19.407,1.7443,31.822,13.704,23.805999999999997,1.6875,19.236
sample_368,20.686999999999998,51.262,2643.0,24.476,49.708999999999996,3116.9,23.125999999999998,68.91199999999999,338.5,336.89,95.01,76.83,31.871,9.0844,26.244,7.053,19.407,1.7443,31.822,13.704,23.805999999999997,1.6875,19.236
sample_369,20.686999999999998,50.203,2644.4,25.311999999999998,49.591,3118.5,23.197,69.032,340.41,337.36,94.78399999999999,77.003,31.712,8.8099,25.736,6.8675,19.908,1.7376,32.086999999999996,13.825,24.279,1.4969,19.514
sample_370,20.686999999999998,50.144,2644.8,26.267,49.781000000000006,3118.6,23.366999999999997,69.199,342.5,337.12,95.089,76.321,31.712,8.8099,25.736,6.8675,19.908,1.7376,32.086999999999996,13.825,24.279,1.4969,19.514
sample_371,20.686999999999998,50.503,2642.5,25.454,51.685,3117.8,23.592,69.257,341.98,337.18,94.74799999999999,76.815,31.844,8.8979,26.070999999999998,7.0866,19.158,1.7349,31.996,13.905999999999999,23.829,1.4346,19.445
sample_372,20.686999999999998,49.758,2642.4,24.769000000000002,47.791000000000004,3117.5,21.615,69.327,341.18,337.75,94.916,76.392,31.844,8.8979,26.070999999999998,7.0866,19.158,1.7349,31.996,13.905999999999999,23.829,1.4346,19.445
sample_373,20.686999999999998,50.766999999999996,2640.4,27.329,49.238,3113.0,22.791,69.347,346.37,337.91,94.743,76.495,31.541999999999998,8.7837,26.046999999999997,6.9287,19.165,1.712,32.203,13.908,24.125999999999998,1.3459,19.19
sample_374,20.686999999999998,48.793,2641.3,26.61,51.143,3112.9,23.074,69.34,347.58,338.33,95.134,76.696,31.541999999999998,8.7837,26.046999999999997,6.9287,19.165,1.712,32.203,13.908,24.125999999999998,1.3459,19.19
sample_375,20.686999999999998,49.483999999999995,2641.0,24.743000000000002,49.513999999999996,3115.2,23.851999999999997,69.383,348.29,339.24,94.73299999999999,76.678,31.662,8.7462,26.288,7.1564,19.035,1.7226,32.48,13.878,23.569000000000003,1.3245,19.116
sample_376,17.453,48.335,2642.5,26.413,50.678999999999995,3115.7,23.508000000000003,69.44800000000001,347.53,339.64,94.8,76.78699999999999,31.662,8.7462,26.288,7.1564,19.035,1.7226,32.48,13.878,23.569000000000003,1.3245,19.116
sample_377,17.453,50.232,2643.5,26.230999999999998,49.047,3115.1,23.076,69.471,349.64,340.21,94.74600000000001,76.857,31.693,8.9713,26.19,6.711,18.912,1.7197,32.361,14.027000000000001,24.233,1.4271,19.195
sample_378,17.453,51.476000000000006,2645.8,24.226,48.548,3115.3,23.081999999999997,69.51100000000001,350.24,340.81,94.82,77.087,31.693,8.9713,26.19,6.711,18.912,1.7197,32.361,14.027000000000001,24.233,1.4271,19.195
sample_379,17.453,51.549,2645.6,26.658,51.351000000000006,3117.3,22.864,69.59,350.0,341.26,94.675,76.824,32.178000000000004,8.8477,25.935,6.8265,19.078,1.7251,32.555,14.084000000000001,23.905,1.3742,18.956
sample_380,17.453,49.74,2647.2,25.164,49.738,3117.9,23.234,69.615,352.37,341.78,94.31,77.072,32.178000000000004,8.8477,25.935,6.8265,19.078,1.7251,32.555,14.084000000000001,23.905,1.3742,18.956
sample_381,17.453,49.865,2642.9,24.243000000000002,50.858000000000004,3112.4,22.479,69.708,350.29,342.12,94.414,76.936,31.956999999999997,8.9735,26.15,6.7105,18.881,1.7634,32.864000000000004,14.1,24.004,1.5191,18.735
sample_382,17.453,50.645,2639.8,25.930999999999997,51.17,3107.6,22.974,69.749,353.99,342.79,94.40299999999999,76.756,31.956999999999997,8.9735,26.15,6.7105,18.881,1.7634,32.864000000000004,14.1,24.004,1.5191,18.735
sample_383,17.453,49.698,2636.7,26.361,49.92,3104.5,23.785999999999998,69.756,352.96,342.96,94.426,76.5,32.454,8.8608,26.156,6.6333,19.026,1.7569,33.225,13.904000000000002,24.151999999999997,1.1181,18.837
sample_384,17.453,49.595,2633.5,24.962,50.173,3101.9,23.456,69.734,353.17,343.71,94.43799999999999,76.767,32.454,8.8608,26.156,6.6333,19.026,1.7569,33.225,13.904000000000002,24.151999999999997,1.1181,18.837
sample_385,17.453,51.056999999999995,2634.2,25.046999999999997,52.198,3099.8,23.714000000000002,69.78699999999999,352.25,343.42,94.16,77.15,32.385,9.0802,26.503,6.8541,18.707,1.7761,33.495,13.908,23.836,1.2205,18.395
sample_386,17.453,52.841,2631.5,25.516,49.078,3098.3,23.128,69.914,353.29,343.86,94.28399999999999,77.095,32.385,9.0802,26.503,6.8541,18.707,1.7761,33.495,13.908,23.836,1.2205,18.395
sample_387,17.453,48.832,2628.6,24.348000000000003,48.835,3094.3,23.252,69.987,354.07,343.69,94.258,77.17,32.849000000000004,8.9571,26.267,6.888999999999999,18.12,1.7049,33.471,14.033,23.391,1.1279,18.112000000000002
sample_388,17.453,51.21,2625.3,25.985,50.073,3092.1,23.359,70.062,353.7,343.68,94.34200000000001,76.984,32.849000000000004,8.9571,26.267,6.888999999999999,18.12,1.7049,33.471,14.033,23.391,1.1279,18.112000000000002
sample_389,17.453,52.691,2622.0,24.221999999999998,51.876000000000005,3087.4,22.491,70.086,354.06,344.17,94.506,76.801,32.111,8.9931,26.072,6.7368,18.799,1.7657,33.309,14.115,23.866,1.3054,17.829
sample_390,17.453,49.213,2622.9,26.445,49.443000000000005,3087.0,23.131999999999998,70.128,354.98,343.9,94.462,77.145,32.111,8.9931,26.072,6.7368,18.799,1.7657,33.309,14.115,23.866,1.3054,17.829
sample_391,18.502,49.093,2620.7,25.441,48.961000000000006,3087.5,22.971999999999998,70.156,352.83,343.9,94.325,76.967,32.374,8.9357,26.66,6.7566,18.248,1.7416,33.25,14.09,23.49,1.1991,18.102999999999998
sample_392,18.502,50.034,2618.0,25.241,50.427,3083.3,23.774,70.181,351.47,344.17,94.23200000000001,77.012,32.374,8.9357,26.66,6.7566,18.248,1.7416,33.25,14.09,23.49,1.1991,18.102999999999998
sample_393,18.502,49.218999999999994,2618.5,25.017,48.516000000000005,3084.0,22.595,70.192,351.02,344.3,94.291,77.541,32.755,9.1573,26.275,6.8168,18.174,1.7766,33.232,14.034,23.545,1.3352,17.921
sample_394,18.502,49.342,2617.0,25.023000000000003,49.321000000000005,3083.5,23.883000000000003,70.233,349.14,343.37,94.16799999999999,77.675,32.755,9.1573,26.275,6.8168,18.174,1.7766,33.232,14.034,23.545,1.3352,17.921
sample_395,18.502,48.062,2614.6,24.138,50.911,3079.9,23.298000000000002,70.333,349.06,343.87,94.275,77.361,32.717,9.0164,26.500999999999998,6.8398,18.509,1.7484,33.48,14.123,23.663,1.3312,17.67
sample_396,18.502,50.574,2608.6,25.28,47.943999999999996,3076.9,22.195,70.348,346.5,343.25,94.391,76.947,32.717,9.0164,26.500999999999998,6.8398,18.509,1.7484,33.48,14.123,23.663,1.3312,17.67
sample_397,18.502,48.601000000000006,2605.3,25.697,47.943000000000005,3070.8,22.840999999999998,70.253,344.41,343.96,94.541,77.11399999999999,32.753,8.9088,26.194000000000003,6.7186,18.592,1.7369999999999999,33.372,13.991,23.537,1.3249,17.684
