,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22
146,49.716,2640.1,24.378,49.942,3105.8,22.474,66.407,251.76,342.83,94.447,78.202,32.185,8.8435,26.685,7.1086,18.751,1.6741,33.321,13.67,24.172,1.0032,18.488
147,50.399,2639.6,23.035,48.162,3107.4,22.612,66.52,252.09,342.64,94.555,77.496,32.587,8.9465,26.683,6.8573,18.669,1.6783,33.172,13.817,23.921,1.1462,18.673
148,49.772,2639.1,25.034,49.399,3105.7,22.551,66.593,253.53,343.07,94.675,76.961,32.587,8.9465,26.683,6.8573,18.669,1.6783,33.172,13.817,23.921,1.1462,18.673
149,51.402,2639.2,24.479,50.644,3104.3,22.862,66.553,254.8,343.75,94.704,77.048,32.653,8.9137,26.155,6.7733,19.168,1.6504,33.194,13.824,23.821,1.2792,18.622
150,48.792,2637.5,24.616,51.279,3104.2,23.43,66.49,256.25,343.76,94.607,76.929,32.653,8.9137,26.155,6.7733,19.168,1.6504,33.194,13.824,23.821,1.2792,18.622
151,49.341,2638.4,22.617,48.925,3103.2,22.248,66.439,252.7,344.02,94.647,77.302,32.697,8.7766,26.06,6.8003,18.791,1.6846,33.085,13.85,24.262,1.208,18.265
152,50.197,2638.5,24.869,48.963,3103.8,22.365,66.446,252.53,343.2,94.476,77.618,32.697,8.7766,26.06,6.8003,18.791,1.6846,33.085,13.85,24.262,1.208,18.265
153,51.037,2639,23.091,50.511,3103.8,22.659,66.455,251.56,343.25,94.483,77.505,32.411,8.7398,26.671,6.8309,18.923,1.6437,33.455,13.959,23.912,1.1505,18.5
154,49.254,2639.1,28.068,50.644,3104.5,22.47,66.506,252.17,343.08,94.542,77.329,32.411,8.7398,26.671,6.8309,18.923,1.6437,33.455,13.959,23.912,1.1505,18.5
155,50.089,2637.7,24.726,48.441,3104.7,22.382,66.511,253.15,343.23,94.476,77.352,32.38,8.815,26.526,6.7563,18.337,1.6816,33.196,13.838,24.11,1.1195,18.225
156,50.165,2635.2,25.832,48.881,3102.4,24.342,66.493,251.33,342.74,94.564,76.958,32.38,8.815,26.526,6.7563,18.337,1.6816,33.196,13.838,24.11,1.1195,18.225
157,51.268,2636.6,27.394,50.3,3103.1,22.728,66.419,251.15,342.89,94.555,77.009,32.089,8.8649,26.329,6.8759,18.479,1.6433,32.757,13.774,24.565,1.2659,18.284
158,49.978,2637,24.448,48.27,3105.2,22.564,66.375,251.15,342.95,94.494,77.525,32.089,8.8649,26.329,6.8759,18.479,1.6433,32.757,13.774,24.565,1.2659,18.284
159,51.007,2639.9,25.481,51.31,3107.4,23.371,66.403,251.64,342.48,94.472,77.491,32.017,9.0469,26.878,7.0418,18.813,1.6398,33.573,13.742,24.183,1.2872,18.684
160,48.875,2640.4,27.254,49.776,3107.8,23.848,66.438,251.21,342.64,94.541,77.373,32.017,9.0469,26.878,7.0418,18.813,1.6398,33.573,13.742,24.183,1.2872,18.684
161,51.845,2619.9,24.866,49.55,3077.6,22.687,66.877,248.44,343.22,94.893,76.612,32.276,8.9769,26.353,6.7965,18.277,1.6203,33.021,13.889,24.223,1.2746,18.692
162,49.859,2599.1,24.275,50.249,3057.4,22.388,67.057,247.24,341.7,95.399,75.999,32.276,8.9769,26.353,6.7965,18.277,1.6203,33.021,13.889,24.223,1.2746,18.692
163,49.253,2582.2,24.339,49.186,3042.9,22.778,67.102,245.87,339.09,95.362,76.02,32.462,8.7589,26.7,6.6798,18.437,1.6647,33.137,13.65,24.033,1.174,18.408
164,49.583,2569.4,26.154,50.193,3030.6,22.104,67.142,243.4,337.45,95.483,76.284,32.462,8.7589,26.7,6.6798,18.437,1.6647,33.137,13.65,24.033,1.174,18.408
165,49.931,2556.7,25.435,50.219,3023.7,23.557,67.223,245.37,334.48,95.456,76.44,31.81,9.0019,25.964,6.9327,19.303,1.642,32.925,14.009,23.814,1.384,19.001
166,49.712,2549.8,26.032,50.825,3019.8,23.756,67.301,240.66,331.17,95.348,76.868,31.81,9.0019,25.964,6.9327,19.303,1.642,32.925,14.009,23.814,1.384,19.001
167,49.785,2540.6,26.048,48.818,3016.3,23.334,67.448,241.65,328.25,95.468,76.876,31.841,9.2739,25.825,6.9372,19.846,1.7292,32.716,14.12,23.371,1.4801,19.15
168,48.759,2535,25.232,51.378,3010.9,22.531,67.586,237.72,326.43,95.632,77.442,31.841,9.2739,25.825,6.9372,19.846,1.7292,32.716,14.12,23.371,1.4801,19.15
169,50.829,2527.2,24.881,49.332,3008.4,23.111,67.676,236.55,323.62,95.549,77.033,30.93,9.191,25.179,7.2615,20.434,1.6771,31.837,14.054,22.935,1.5656,19.855
170,49.083,2521.5,25.638,51.006,3005.9,21.714,67.716,233.92,321.86,95.762,77.328,30.93,9.191,25.179,7.2615,20.434,1.6771,31.837,14.054,22.935,1.5656,19.855
171,50.84,2521.4,26.388,49.793,3005.3,23.856,67.776,233.51,320.64,95.637,77.698,31.741,9.3227,25.228,7.1038,19.835,1.7487,31.377,14.171,21.828,1.4724,20.405
172,50.023,2519.8,26.392,50.219,3007.2,22.371,67.861,230.99,319.88,95.824,77.428,31.741,9.3227,25.228,7.1038,19.835,1.7487,31.377,14.171,21.828,1.4724,20.405
173,48.541,2519.2,26.902,50.308,3007.1,22.911,67.826,230.56,320.15,95.761,77.212,30.837,9.1649,24.622,7.313,20.26,1.726,31.363,14.106,21.645,1.4569,20.321
174,49.996,2519.4,26.609,52.402,3008.7,23.573,67.786,229.33,319.19,95.643,77.53,30.837,9.1649,24.622,7.313,20.26,1.726,31.363,14.106,21.645,1.4569,20.321
175,49.459,2521.5,25.517,50.679,3013.4,23.841,67.734,230.03,318.85,95.737,77.602,31.17,9.1905,24.596,6.9583,20.109,1.7874,31.148,14.335,21.586,1.5256,21.179
176,50.091,2527.9,25.049,50.865,3017.1,23.587,67.704,233.21,320.16,95.622,78.09,31.17,9.1905,24.596,6.9583,20.109,1.7874,31.148,14.335,21.586,1.5256,21.179
177,50.496,2532.8,24.71,49.662,3023.6,22.979,67.746,234.57,320.79,95.468,78.158,30.899,9.1155,24.411,7.1611,20.482,1.7006,31.589,14.274,21.671,1.485,20.736
178,48.899,2535.8,24.947,51.408,3027.3,22.025,67.775,235.08,321.3,95.058,77.878,30.899,9.1155,24.411,7.1611,20.482,1.7006,31.589,14.274,21.671,1.485,20.736
179,51.374,2537.6,25.953,49.162,3029.2,23.195,67.757,238.9,321.91,95.327,77.947,31.289,9.1986,24.851,6.8328,20.006,1.7204,31.631,14.173,21.443,1.3362,21.285
180,49.147,2542.9,25.343,50.852,3033.2,22.521,67.7,239.4,324,95.034,78.272,31.289,9.1986,24.851,6.8328,20.006,1.7204,31.631,14.173,21.443,1.3362,21.285
181,50.953,2550.8,24.876,49.298,3039.2,23.12,67.685,242.51,325.94,94.968,78.04,31.282,8.8528,24.687,6.9466,20.329,1.7218,31.653,14.349,20.957,1.2482,20.939
182,50.168,2555.2,26.027,49.721,3042,23.162,67.689,244.35,327.73,94.593,78.119,31.282,8.8528,24.687,6.9466,20.329,1.7218,31.653,14.349,20.957,1.2482,20.939
183,48.12,2557.6,25.843,51.754,3044.8,22.601,67.671,250.04,328.77,94.771,78.248,31.963,8.893,25.014,6.9004,20.607,1.7274,32.658,14.063,21.825,1.3826,20.724
184,49.606,2562.4,28.537,51.692,3047.3,23.323,67.656,250.04,330.9,94.644,78.175,31.963,8.893,25.014,6.9004,20.607,1.7274,32.658,14.063,21.825,1.3826,20.724
185,49.141,2570.8,26.469,49.328,3051.4,22.673,67.613,252.04,333.7,94.519,78.537,32.318,8.9501,24.609,7.0394,20.09,1.7354,32.605,14.142,21.323,1.3182,20.07
186,49.914,2579.2,27.691,51.198,3056.2,23.613,67.648,252.04,336.34,94.35,78.345,32.318,8.9501,24.609,7.0394,20.09,1.7354,32.605,14.142,21.323,1.3182,20.07
187,49.179,2583.3,25.83,50.44,3060.8,23.323,67.63,255.29,337.82,94.526,78.432,32.561,9.1543,24.702,6.7342,19.553,1.7037,33.55,13.905,21.838,1.388,20.064
188,48.977,2588.4,26.439,49.21,3063.7,23.202,67.578,258.91,340.41,94.446,78.197,32.561,9.1543,24.702,6.7342,19.553,1.7037,33.55,13.905,21.838,1.388,20.064
189,50.044,2599.7,25.357,51.127,3071.4,23.016,67.509,259.35,342.58,94.337,78.485,32.635,8.7805,25.342,6.93,19.481,1.7254,33.48,13.969,21.617,1.2832,19.295
190,48.691,2608,24.2,48.911,3077.9,23.467,67.486,261.88,344.07,94.076,78.813,32.635,8.7805,25.342,6.93,19.481,1.7254,33.48,13.969,21.617,1.2832,19.295
191,48.918,2614.6,26.073,50.003,3082.3,22.208,67.457,261.37,346.39,94.135,78.398,33.178,8.837,24.984,6.8706,19.071,1.6969,33.905,13.853,22.371,1.3098,18.51
192,50.425,2623.4,24.91,49.978,3086.6,23.14,67.343,261.46,348.59,94.167,78.253,33.178,8.837,24.984,6.8706,19.071,1.6969,33.905,13.853,22.371,1.3098,18.51
193,49.862,2632.9,24.555,51.559,3094.2,22.91,67.226,263.16,350.79,94.094,78.56,33.525,8.8461,25.388,6.582,18.599,1.6859,34.158,13.71,22.581,1.125,18.771
194,49.109,2640.7,26.42,49.585,3102.1,22.948,67.126,262.23,352.02,94.058,78.323,33.525,8.8461,25.388,6.582,18.599,1.6859,34.158,13.71,22.581,1.125,18.771
195,50.42,2648.9,24.631,48.565,3108.8,24.075,67.037,263.99,353.56,93.907,78.419,33.386,8.837,26.304,6.6519,18.014,1.7059,34.225,13.703,22.934,1.0719,17.975
196,49.078,2660.8,24.943,49.801,3117.2,21.872,66.943,265.18,354.96,93.665,78.805,33.386,8.837,26.304,6.6519,18.014,1.7059,34.225,13.703,22.934,1.0719,17.975
197,49.957,2671.8,24.563,48.732,3125.8,22.402,66.924,262.44,356.2,93.602,78.419,33.514,8.6686,25.885,6.5608,17.293,1.6959,34.455,13.675,23.502,1.2554,16.852
198,49.961,2677.1,24.736,50.146,3130.9,22.573,66.84,262.13,356.97,93.689,78.222,33.514,8.6686,25.885,6.5608,17.293,1.6959,34.455,13.675,23.502,1.2554,16.852
199,49.082,2685.6,23.27,49.63,3138.5,22.767,66.682,265.69,358.6,93.403,78.461,33.715,8.6416,26.929,6.7727,17.843,1.6659,35.127,13.517,23.737,1.1471,16.779
200,50.405,2694.8,25.219,50.603,3145.7,22.135,66.556,265.03,359.45,93.517,78.203,33.715,8.6416,26.929,6.7727,17.843,1.6659,35.127,13.517,23.737,1.1471,16.779
201,51.799,2701.9,23.368,50.42,3150.4,23.108,66.438,261.29,360.21,93.56,78.19,33.6,8.5712,26.305,6.7157,16.76,1.6648,35.749,13.598,24.415,1.1356,16.439
202,50.126,2712.5,22.399,49.597,3156.6,22.933,66.266,259.27,360.83,93.639,78.198,33.6,8.5712,26.305,6.7157,16.76,1.6648,35.749,13.598,24.415,1.1356,16.439
203,49.111,2719.2,25.16,48.613,3164.8,22.839,66.106,257.7,362.01,93.567,77.557,34.121,8.6289,27.27,6.8316,16.72,1.6725,35.598,13.51,24.68,0.94521,16.065
204,48.88,2726.5,26.292,50.428,3169.2,22.669,65.878,255.4,362.73,93.583,77.756,34.121,8.6289,27.27,6.8316,16.72,1.6725,35.598,13.51,24.68,0.94521,16.065
205,49.867,2733.1,24.328,50.987,3175.4,23.515,65.643,254.39,363.21,93.753,77.87,34.197,8.5691,27.564,6.7709,16.484,1.652,35.572,13.475,25.014,1.2621,15.823
206,49.48,2745,23.972,51.029,3183.7,23.966,65.489,250.63,362.99,93.581,78.303,34.197,8.5691,27.564,6.7709,16.484,1.652,35.572,13.475,25.014,1.2621,15.823
207,49.627,2754,25.39,47.872,3192.6,23.078,65.361,244.7,362.99,93.621,78.06,33.653,8.2952,27.279,6.6269,16.565,1.6318,36.016,13.439,25.567,1.0669,15.72
208,50.641,2757.2,25.572,50.966,3197.3,23.053,65.212,244.13,363.26,93.501,77.738,33.653,8.2952,27.279,6.6269,16.565,1.6318,36.016,13.439,25.567,1.0669,15.72
209,51.292,2761.2,25.329,50.158,3200,23.28,64.974,239.61,363.35,93.714,77.194,34.302,8.4905,27.749,6.6817,16.687,1.5663,35.47,13.26,26.379,0.90519,14.892
210,49.978,2766.2,23.444,48.933,3205.4,23.508,64.686,240.86,363.13,93.49,77.525,34.302,8.4905,27.749,6.6817,16.687,1.5663,35.47,13.26,26.379,0.90519,14.892
211,49.394,2773.1,24.721,49.059,3209.4,23.293,64.451,228.51,362.86,93.568,77.668,33.871,8.3617,28.3,6.7656,16.333,1.6621,35.675,13.298,26.102,0.97426,14.775
212,49.852,2776.7,23.157,50.445,3213.2,21.671,64.218,225.65,362.67,93.384,77.48,33.871,8.3617,28.3,6.7656,16.333,1.6621,35.675,13.298,26.102,0.97426,14.775
213,47.956,2778.3,23.253,49.113,3216.3,23.635,63.934,218.72,362.63,93.684,77.05,33.76,8.4346,28.321,6.6366,16.634,1.5933,35.518,13.125,26.8,0.87664,15.28
214,50.706,2782,25.258,49.479,3217.9,23.967,63.638,215.43,362.17,93.598,76.84,33.76,8.4346,28.321,6.6366,16.634,1.5933,35.518,13.125,26.8,0.87664,15.28
215,48.559,2784.4,25.35,50.824,3220.3,22.89,63.332,208.53,362.21,93.749,76.628,33.389,8.3876,28.781,6.8142,16.254,1.5572,35.514,13.127,26.997,0.73925,14.937
216,49.651,2784.8,25.325,49.457,3221.5,22.161,63.003,202.48,361.88,93.686,76.722,33.389,8.3876,28.781,6.8142,16.254,1.5572,35.514,13.127,26.997,0.73925,14.937
217,50.259,2787.4,24.021,49.748,3223.5,22.332,62.71,195.15,361.29,93.656,76.919,33.683,8.3084,29.053,6.9039,16.214,1.5756,35.427,13.082,27.65,0.87065,14.841
218,49.524,2791.4,22.433,49.942,3226.1,21.54,62.464,189.89,360.87,93.887,76.989,33.683,8.3084,29.053,6.9039,16.214,1.5756,35.427,13.082,27.65,0.87065,14.841
219,49.858,2790.2,24.165,49.017,3227,22.658,62.213,180.95,359.87,93.836,76.788,33.202,8.4129,28.93,6.8113,16.384,1.5691,34.573,13.125,27.611,0.99136,14.524
220,47.978,2792,24.366,49.52,3227.3,22.464,61.986,177.5,359.17,94.113,76.509,33.202,8.4129,28.93,6.8113,16.384,1.5691,34.573,13.125,27.611,0.99136,14.524
221,49.578,2787.7,23.038,48.981,3225.3,23.31,61.717,166.51,358.95,94.066,76.072,33.455,8.3621,29.065,6.7846,16.616,1.5488,35.01,13.168,27.76,0.97925,14.729
222,50.244,2788,23.597,50.251,3224,22.767,61.374,164.03,358.08,94.066,76.539,33.455,8.3621,29.065,6.7846,16.616,1.5488,35.01,13.168,27.76,0.97925,14.729
223,51.701,2786.4,24.31,49.828,3223.9,22.12,61.121,153.14,357.4,94.074,76.374,32.711,8.5204,29.414,6.6703,16.183,1.5387,34.885,13.249,27.973,1.0238,14.613
224,49.217,2780.2,22.914,48.807,3217.8,22.21,60.865,146.98,356.44,94.202,75.626,32.711,8.5204,29.414,6.6703,16.183,1.5387,34.885,13.249,27.973,1.0238,14.613
225,50.519,2777.5,23.794,49.238,3217,22.113,60.569,138.89,355.27,94.122,76.174,32.701,8.3732,29.613,6.8311,16.69,1.4945,33.494,13.123,28.368,1.2166,15.132
226,50.916,2771.1,24.876,51.766,3213.7,23.329,60.261,131.28,354.2,94.114,75.892,32.701,8.3732,29.613,6.8311,16.69,1.4945,33.494,13.123,28.368,1.2166,15.132
227,50.832,2764.9,25.586,49.843,3208.8,22.491,60.038,127.73,353.29,94.392,75.969,32.865,8.4804,29.433,6.8057,17.133,1.5633,34.199,13.322,28.703,0.979,15.416
228,51.136,2760.4,23.276,50.01,3203.8,22.629,59.84,120.13,351.99,94.311,75.755,32.865,8.4804,29.433,6.8057,17.133,1.5633,34.199,13.322,28.703,0.979,15.416
229,49.035,2753.3,24.727,50.021,3197.4,23.096,59.612,113.8,351.09,94.544,75.427,32.229,8.6979,29.287,6.8959,16.684,1.5967,33.814,13.435,28.087,1.0572,15.635
230,49.303,2744.4,25.888,50.783,3192.2,23.677,59.445,105.76,349.81,94.669,75.809,32.229,8.6979,29.287,6.8959,16.684,1.5967,33.814,13.435,28.087,1.0572,15.635
231,48.449,2738.1,24.015,50.9,3189,23.171,59.282,105.35,348.04,94.605,75.62,31.903,8.6327,29.322,6.9795,17.073,1.5488,33.053,13.391,27.574,1.1859,15.852
232,48.97,2729.7,21.962,50.132,3182.4,22.974,59.177,99.445,346.59,94.811,75.841,31.903,8.6327,29.322,6.9795,17.073,1.5488,33.053,13.391,27.574,1.1859,15.852
233,51.536,2722.2,25.967,50.349,3177.1,22.311,59.057,92.039,345.28,94.821,75.746,31.73,8.5748,28.637,7.0735,17.665,1.578,32.215,13.537,28.169,0.95276,16.298
234,51.453,2716.8,26.386,52.189,3173.2,22.433,58.938,89.06,343.84,95.051,75.636,31.73,8.5748,28.637,7.0735,17.665,1.578,32.215,13.537,28.169,0.95276,16.298
235,49.18,2710,26.356,50.828,3168.3,22.748,58.846,85.601,342.37,94.914,75.871,31.227,8.6588,28.958,6.9126,17.754,1.5372,32.251,13.475,28.079,1.23,16.858
236,47.258,2702,24.492,50.41,3162.2,22.611,58.791,84.631,341.28,95.291,75.779,31.227,8.6588,28.958,6.9126,17.754,1.5372,32.251,13.475,28.079,1.23,16.858
237,49.323,2696.3,26.749,48.319,3160.1,22.214,58.831,79.883,339.49,95.018,76.123,31.362,8.8845,28.678,6.9569,18.11,1.6238,32.095,13.444,27.428,1.1755,17.64
238,48.94,2688.3,27.235,49.456,3154.9,22.197,58.835,78.769,337.83,95.183,75.651,31.362,8.8845,28.678,6.9569,18.11,1.6238,32.095,13.444,27.428,1.1755,17.64
239,48.271,2677.9,25.96,50.798,3146.6,21.524,58.761,75.038,336.24,95.125,75.795,30.747,8.8354,28.645,6.9057,18.711,1.5972,31.244,13.706,27.694,1.4269,17.742
240,48.489,2671.6,25.536,50.763,3140.5,22.385,58.72,72.023,334.87,95.375,75.552,30.747,8.8354,28.645,6.9057,18.711,1.5972,31.244,13.706,27.694,1.4269,17.742
241,50.17,2660.8,25.348,50.192,3134.8,22.275,58.755,77.008,332.93,95.35,75.503,30.576,8.8647,27.715,7.0001,19.041,1.56,30.849,13.906,26.879,1.1845,17.969
242,48.914,2653.9,26.653,50.699,3128.2,22.185,58.801,78.182,331.45,95.423,75.571,30.576,8.8647,27.715,7.0001,19.041,1.56,30.849,13.906,26.879,1.1845,17.969
243,50.182,2646.2,26.738,50.498,3122.2,22.515,58.939,78.594,330.04,95.452,75.93,30.44,8.8763,27.476,6.9171,19.441,1.58,30.227,13.716,26.396,1.2819,18.42
244,49.986,2642,25.809,50.344,3120.3,22.304,59.109,80.592,328.53,95.422,76.544,30.44,8.8763,27.476,6.9171,19.441,1.58,30.227,13.716,26.396,1.2819,18.42
245,50.767,2634.7,25.192,48.894,3117.6,22.587,59.348,82.032,326.15,95.462,76.101,30.448,8.9542,27.491,7.0622,19.378,1.6604,30.124,13.929,26.436,1.3862,19.192
246,51.413,2626.7,24.438,48.673,3110.9,22.307,59.588,89.043,325.6,95.403,75.803,30.448,8.9542,27.491,7.0622,19.378,1.6604,30.124,13.929,26.436,1.3862,19.192
247,48.869,2617.6,25.96,50.603,3103.8,22.904,59.814,93.544,323.41,95.649,75.594,30.159,9.1031,27.155,7.0863,20.328,1.6401,29.674,13.808,25.298,1.3394,19.73
248,47.844,2611.3,24.795,48.58,3098.3,22.126,60.066,101.72,322.67,95.582,75.899,30.159,9.1031,27.155,7.0863,20.328,1.6401,29.674,13.808,25.298,1.3394,19.73
249,51.271,2606.2,26.349,47.959,3095.1,22.406,60.302,105.04,321.36,95.635,76.213,30.206,9.2274,26.604,7.0253,20.315,1.648,29.634,14.053,25.346,1.4084,20.457
250,50.48,2605.2,25.861,49.316,3092.4,23.106,60.604,110.03,321.07,95.622,76.352,30.206,9.2274,26.604,7.0253,20.315,1.648,29.634,14.053,25.346,1.4084,20.457
251,50.186,2598.5,26.976,49.218,3090.8,22.996,61.026,122.82,319.27,95.589,76.305,30.222,9.0565,26.786,7.0767,20.217,1.688,29.703,14.156,24.076,1.3978,20.814
252,51.033,2591,23.955,49.074,3086.2,23.457,61.428,132.11,317.81,95.56,76.392,30.222,9.0565,26.786,7.0767,20.217,1.688,29.703,14.156,24.076,1.3978,20.814
253,48.703,2587,27.034,51.915,3081.2,23.697,61.832,142.58,317.67,95.737,76.208,30.443,9.1675,26.063,7.0842,20.406,1.6391,29.604,14.107,24.175,1.3444,21.078
254,49.933,2581.9,28.507,50.269,3078.4,23.357,62.235,146.9,316.05,95.473,76.305,30.443,9.1675,26.063,7.0842,20.406,1.6391,29.604,14.107,24.175,1.3444,21.078
255,49.804,2577,25.432,48.977,3075.4,22.497,62.61,157.44,315.65,95.854,76.407,30.126,9.1169,25.631,7.1297,20.59,1.718,29.431,14.287,23.748,1.395,21.706
256,48.916,2572.6,25.528,50.756,3070.3,22.518,63.059,172.04,315.44,95.452,76.499,30.126,9.1169,25.631,7.1297,20.59,1.718,29.431,14.287,23.748,1.395,21.706
257,49.17,2572.3,25.206,49.991,3068.8,22.463,63.526,187.51,315.95,95.766,76.7,30.153,9.1834,25.341,7.1123,21.244,1.6874,30.175,14.35,23.879,1.6116,21.806
258,50.915,2568.2,26.13,50.229,3066.8,22.78,64.05,197.33,314.76,95.436,76.641,30.153,9.1834,25.341,7.1123,21.244,1.6874,30.175,14.35,23.879,1.6116,21.806
259,49.287,2565.7,28.141,50.586,3064.4,22.224,64.551,208.78,315.02,95.688,76.835,30.582,9.4503,25.255,7.0542,20.834,1.6728,29.969,14.205,22.519,1.6204,21.862
260,49.747,2558.7,24.411,51.703,3060.2,23.938,64.998,222.19,314.24,95.538,76.393,30.582,9.4503,25.255,7.0542,20.834,1.6728,29.969,14.205,22.519,1.6204,21.862
261,50.822,2563.1,26.513,49.568,3058.1,22.857,65.441,235.1,316.23,95.529,77.004,30.288,9.434,24.866,6.8632,21.197,1.6783,30.159,14.331,22.673,1.4855,22.115
262,49.777,2562.1,25.733,48.146,3059.4,22.427,66.024,244.39,316.31,95.334,76.806,30.288,9.434,24.866,6.8632,21.197,1.6783,30.159,14.331,22.673,1.4855,22.115
263,50.662,2559.2,25.919,50.214,3058.1,22.849,66.517,255.07,315.92,95.25,76.847,30.488,9.341,24.742,6.9394,21.445,1.6943,30.558,14.361,21.883,1.5676,21.95
264,50.213,2554.9,25.847,49.983,3053.6,23.318,66.975,267.85,316.48,95.09,76.492,30.488,9.341,24.742,6.9394,21.445,1.6943,30.558,14.361,21.883,1.5676,21.95
265,50.329,2555.3,24.906,50.422,3051,23.086,67.385,278.69,318.01,95.151,77.337,30.471,9.2125,24.317,7.2363,20.822,1.6857,30.685,14.426,21.737,1.524,22.411
266,50.815,2554.8,26.604,50.464,3052.2,23.029,67.87,289.35,317.81,95.017,77.232,30.471,9.2125,24.317,7.2363,20.822,1.6857,30.685,14.426,21.737,1.524,22.411
267,51.052,2555.5,25.148,48.98,3050.5,22.721,68.363,299.86,319.42,95.086,77.46,31.208,9.2787,24.06,6.8887,21.304,1.6872,31.134,14.49,20.903,1.4146,21.928
268,50.467,2555.5,25.244,50.083,3049.5,23.126,68.8,306.87,321.38,95.138,77.029,31.208,9.2787,24.06,6.8887,21.304,1.6872,31.134,14.49,20.903,1.4146,21.928
269,50.608,2554.5,25.836,52.869,3047.1,22.531,69.157,316.4,322.74,95.049,77.169,31.182,9.2329,24.047,6.9196,20.915,1.6685,31.585,14.302,20.93,1.4994,21.9
270,49.368,2555.3,26.958,51.385,3046.3,23.853,69.51,330.57,323.94,94.854,77.599,31.182,9.2329,24.047,6.9196,20.915,1.6685,31.585,14.302,20.93,1.4994,21.9
271,49.477,2554.9,26.62,50.029,3045.9,21.715,69.876,336.7,325.21,94.88,77.063,31.765,9.2469,24.252,6.8959,21.278,1.7192,31.462,14.33,20.838,1.3428,22.042
272,50.905,2556.4,25.335,49.649,3044.5,23.702,70.198,346.12,327,94.758,77.59,31.765,9.2469,24.252,6.8959,21.278,1.7192,31.462,14.33,20.838,1.3428,22.042
273,49.764,2558,26.347,50.571,3043.4,23.193,70.527,352.44,328.45,94.762,77.568,31.998,9.2243,23.741,6.8151,20.678,1.7119,32.494,14.401,20.381,1.4818,21.567
274,49.255,2559.9,26.514,47.189,3043,23.159,70.893,362.26,330.13,94.578,77.872,31.998,9.2243,23.741,6.8151,20.678,1.7119,32.494,14.401,20.381,1.4818,21.567
275,51.317,2561.3,26.673,50.978,3043,22.994,71.257,369.84,331.75,94.636,77.826,32.176,9.3598,23.743,6.8212,20.535,1.6827,32.781,14.371,20.4,1.4272,21.296
276,51.422,2559.7,25.667,49.813,3043.2,23.856,71.577,373.46,332.31,94.523,77.632,32.176,9.3598,23.743,6.8212,20.535,1.6827,32.781,14.371,20.4,1.4272,21.296
277,50.63,2560.1,25.3,50.344,3040.6,22.001,71.796,379.46,334.42,94.469,77.37,32.685,9.1653,23.82,6.8341,20.071,1.6946,33.263,14.27,20.183,1.419,21.402
278,49.482,2559.7,26.986,51.6,3037.7,23.069,71.925,386.64,336.04,94.601,77.231,32.685,9.1653,23.82,6.8341,20.071,1.6946,33.263,14.27,20.183,1.419,21.402
279,50.753,2561.7,25.156,49.816,3037.5,23.648,72.042,390.94,337.5,94.553,77.52,32.947,9.1103,23.769,6.8736,19.674,1.7408,33.551,14.493,20.068,1.4094,20.633
280,49.162,2565.9,27.38,48.696,3040.7,23.909,72.172,392.56,338.78,94.479,77.96,32.947,9.1103,23.769,6.8736,19.674,1.7408,33.551,14.493,20.068,1.4094,20.633
281,50.652,2572.4,26.793,48.201,3043.3,23.17,72.277,391.18,340.58,94.409,78.282,32.801,9.1801,23.353,6.9266,19.281,1.7159,34.21,14.322,20.512,1.3757,19.921
282,49.092,2574.5,27.469,50.463,3046.4,22.795,72.447,388.95,341.45,94.361,77.982,32.801,9.1801,23.353,6.9266,19.281,1.7159,34.21,14.322,20.512,1.3757,19.921
283,50.517,2575.9,25.369,51.237,3047.6,23.036,72.474,390.16,342.58,94.51,78.101,33.01,9.0392,23.257,6.9015,19.745,1.6944,34.832,14.222,19.935,1.3754,19.975
284,48.739,2580.2,25.614,50.636,3050.3,23.699,72.441,390.55,343.97,94.223,77.871,33.01,9.0392,23.257,6.9015,19.745,1.6944,34.832,14.222,19.935,1.3754,19.975
285,49.031,2584.3,25.488,49.884,3052.1,23.553,72.388,391.13,345.62,94.514,78.032,33.679,9.0489,24.111,6.8843,19.442,1.7107,34.607,14.167,20.48,1.257,19.479
286,49.465,2588.8,25.311,49.37,3054.7,23.324,72.341,390.89,347.01,94.16,78.029,33.679,9.0489,24.111,6.8843,19.442,1.7107,34.607,14.167,20.48,1.257,19.479
287,50.458,2591.4,24.937,49.905,3056.5,23.939,72.301,390.56,348.38,94.406,78.333,33.066,9.0213,24.14,6.8477,19.253,1.692,35.471,14.346,20.063,1.424,19.455
288,50.255,2594.9,24.664,49.072,3057.8,22.731,72.283,392.76,349.48,94.214,77.761,33.066,9.0213,24.14,6.8477,19.253,1.692,35.471,14.346,20.063,1.424,19.455
289,49.579,2599.2,25.535,50.32,3060.4,23.593,72.201,391.8,350.67,94.308,77.758,33.873,8.9613,23.738,6.7271,19.228,1.7071,35.082,14.126,20.549,1.1501,19.295
290,50.574,2605,23.971,49.012,3065.5,23.934,72.139,392.23,351.85,94.148,78.733,33.873,8.9613,23.738,6.7271,19.228,1.7071,35.082,14.126,20.549,1.1501,19.295
291,49.025,2612.8,22.563,50.577,3069.1,22.987,72.165,391.44,353.26,94.106,78.654,33.952,8.9376,24.449,6.7685,18.595,1.7208,35.553,14.107,20.971,1.1409,18.623
