,SMILES
sample_1536,Cc1nc(NC2CC(CC(=O)NO)(C3C4=C(CCCC4)OC4=C3CCCC4)CN2CC(=NNc2ccccc2)c2ccc3ccccc3c2)oc1C
sample_1537,CC(CC(=O)C(CC1CCC2C3CC(Cl)C4(O)CC(=O)CCC4(C)C3CCC12C)Nn1ncc2c(N)ncnc21)C(=O)CC(=NO)c1ccc2ccccc2c1
sample_1538,CC1=NN(C(=O)C(S)CCc2cc(C)c(N)cc2N)C(=O)C1=NNc1ccc(Cl)cc1Cl
sample_1539,Cc1c(C)n(C(C(=O)O)C2(Br)C(=O)C3(C)CCC2C3(C)C)c2ccccc12
sample_1540,Cc1nc(NC(CCCCN)C(=O)Nc2ccc(S(O)(O)c3ccc(N)cc3)cc2)sc1N=Nc1c(Cl)cc(Cl)cc1Cl
sample_1541,Cc1cccc(OC(CNc2cccc(Cl)c2)C(=O)O)c1C
sample_1542,CC1=C(C(=O)NC(Cc2ccccc2C2(C)CCc3oc4ccc(C)cc4c3-c3oc(C)cc32)C(NC(S)C(=O)O)C(=O)O)S(=O)(=O)CCO1
sample_1543,CC(CC(C)N(c1ccc2c(c1)OCO2)c1nc(C)cc(C)n1)=NNC(N)=O
sample_1544,Cc1nnc(C(=O)C(C)CC(=O)C(CC2Oc3c(Cl)c(Cl)c(Cl)c(Cl)c3O2)NOC2CCC3(C)C(CCC4C5=C(CCC43)C(C)(C#Cc3ccccc3)CC5)C2)c2noc(C)c12
sample_1545,CC1(C)C2CCC1(C)C(O)C2NC(CCCNCc1ccc(Cl)c(Cl)c1)C(=O)O
sample_1546,Cc1cc(C)n(C(=O)C(=O)C(S)Cc2ccc(C)c(O)c2)n1
sample_1547,O=C1CC(Oc2cccc(Cl)c2)C(=O)N2C(c3ccccc3I)CCCN12
sample_1548,CC(NOc1cccc2c1CC(O)C(O)C2)C(=O)C1CCC2C3CCC4CCCCC4(C)C3CCC12C
sample_1549,Cn1c(=O)c(C2=NNC(=O)C2=CNC(CCC(=O)c2nc3ccccc3nc(=O)c2NNc2cccnc2)C(=O)O)c(O)c2ccccc21
sample_1550,Cc1cc(C)nc(NC(CCCCN)C(=O)C2Cc3ccccc3C(C)(O)O2)n1
sample_1551,O=C(OCN1N=C(C(F)(F)F)C(=NNc2cccnc2)C1=O)C(=NNc1cccc(O)c1)S(O)(O)c1ccccc1
sample_1552,CC(=O)NN1C(=O)C(NC(=O)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F)CCCC1C
sample_1553,CCCCCCC(CCCNCc1c(O)cccc1O)C(=O)O
sample_1554,CC12C=CC(=O)C=C1CCC1C3CC(O)C(O)(NC(CCC(=O)CCC(=O)C=CO)C(=O)O)C3(C)CC(O)C12F
sample_1555,CON1c2ccccc2CC1c1ccc(NN=C(C(C)=O)C(C)=O)cc1
sample_1556,CC12CCC(=O)C=C1CCC1C2CCC2(C)C1(O)CCC2(O)N1CC(Cc2ccccc2N)CC1c1cc(Cl)c(Cl)c(Cl)c1Cl
sample_1557,Cc1cccc(O)c1N1c2ccccc2CC1OC1CCC2(C)C(CCC3C4CCCC4(C)CCC32)C1
sample_1558,CC1C(C(=O)OC(CNc2ccc(F)c(Cl)c2)C(=O)O)=Cc2ccccc21
sample_1559,CC12CCC(O)CC1CCC1C2CCC2(C)C(C(CCCc3cc(Cl)ccc3O)C(=O)O)CCC12
sample_1560,Cc1c(C)c(C)c2c(c1C)CC2(C)ONC(CCC(=O)C1N=c2c(Cl)cccc2=C1c1ccccc1)C(=O)O
sample_1561,CC(=Nc1ccccc1O)c1c(O)c2ccccc2n(C2Cc3ccccc3N2C2Oc3c(Cl)c(Cl)c(Cl)c(Cl)c3O2)c1=O
sample_1562,Nc1ccc(CC(=O)CP(=O)(O)CCCCCC(Cl)=C(Cl)Cl)cc1
sample_1563,CN(C1CC(=O)c2c(O)cc(O)cc2O1)C1OC(C(N)=O)=CCC1Br
sample_1564,CC(CS)C(=O)C(=O)C(N)CC12OC(C)(C)OC1CC1C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC12C
sample_1565,O=C(O)C(CCc1cc(O)nc2c(Br)cc(Br)cc12)NC1Nc2ccccc2C1c1ccccc1
sample_1566,CCCCCCCCCCNCCC(C(=O)O)C1CCC2C3C(=O)CC4CC5(CCC4(C)C3CC(=O)C12C)OCCO5
sample_1567,Cc1ccc2c(c1)C(C)(C)C(C1CCCN3C(=O)CC(c4cc5c(cc4C)C(C(=O)O)C5)C(=O)N13)N2C
sample_1568,Nc1c(Br)cc(Br)cc1NC(CCC(=O)C12ON1c1ccccc1C2=O)C(=O)O
sample_1569,C=CCCC(NCc1cc(=O)c2ccccc2o1)C(=O)C1N=c2ccccc2=C1c1ccccc1
sample_1570,CC1(O)c2c(Cl)ccc(O)c2C(=O)C2=C(O)C3(O)C(=O)C(C(N)=O)=C(O)C(C(C(=O)O)c4nc5c6ccccc6ccn5n4)C3CC21
sample_1571,Cc1cc2c(o1)-c1c(oc3ccc(Cl)cc13)CCC2(C)c1ccc(SC2CC(Cc3csc4c(Cl)cccc34)N(c3cc(Cl)cc(N)c3Cl)C2)cc1
sample_1572,Clc1cc(Cl)c(ON(Cc2ccccc2)C2CCCCC2)cc1Cl
sample_1573,CC1(C2CC(=O)c3cnccc3C2)C(=O)N2CCCC(c3ccccc3F)N2C1=O
sample_1574,CC(=O)C1=Nc2ccccc2C1(C)C(=O)NC(C)C(=O)C1CC(=O)c2c(O)cc(O)cc2O1
sample_1575,O=C1CCC(CC(=NO)c2ccc3c4c(cccc24)CC3)N1Cc1ccc(Br)cc1
sample_1576,Cc1cc(C)c(NC(=O)CCC(NNC2=CC(=O)c3ccccc3C2=O)C(=O)O)c(C)c1
sample_1577,CC12CCC3C(CCC4CC(ON5C6CCCCC6CC5C5OCC6OC(O)C(O)C(O)C6O5)CCC43C)C1CCC2=O
sample_1578,Cn1c2c(c3ccccc31)C(=O)C(C1CC(CC(=O)C(=NNc3cccc(O)c3)S(O)(O)c3ccccc3)CN1c1c(F)cccc1Cl)CC2
sample_1579,CC1=C(C=NO)C(=O)C(N(C2CCCCC2)C2(Br)C(=O)C3(C)CCC2C3(C)C)C=C1
sample_1580,O=C(O)C(CCCNc1ccc(O)c(O)c1)C1Cc2ccccc2C1=O
sample_1581,CC12CCC3C(CCC4CC=CCC43C)C1CC=C2CCC1CC(O)CN1C1CCC2(C)C(CCC3C2CCC2(C)C3CCC2(O)C#Cc2ccccc2)C1
sample_1582,CCCCCCCCCCOC1CSC(C2CCC3C4C(O)CC5CC(O)CCC5(C)C4CCC32C)N1C(=O)C1=CN=NC1C
sample_1583,CN1CCCCC1NC(CNc1nnc(S(N)(=O)=O)s1)C(NC(Cl)(Cl)C(Cl)Cl)C(=O)O
sample_1584,O=c1cc(NN2CC(C3CCCCC3)CC2c2nnc3n2N=C(c2ccccc2)CS3)c2ccccc2o1
sample_1585,O=C(C1CC(O)CN1N1c2ccccc2Sc2ccc(Cl)cc21)C(Cl)(Cl)Cl
sample_1586,Cc1cc(O)ccc1C1CCCN2C(=O)C(C)(c3cc4ccccc4cn3)C(=O)N12
sample_1587,CC1(C)OC(=O)C(=NNc2ccc(C(C(=O)O)C(CCN3CCOCC3)NC3C(C#N)=C(N)N4C(=C3C#N)Sc3ccccc34)cc2)C(=O)O1
sample_1588,C=CC(C)(O)CCCNC1CCCC(C)N(c2nnc(C)c3c(C)onc23)C1=O
sample_1589,CC1(C)CCCC2(C)c3c(O)c(O)c(C4CCCN5C(=O)CC(c6ncccn6)C(=O)N45)c(O)c3C(=O)C(=O)C12
sample_1590,Cc1noc2c1c(=O)n(NC(CC1CCC3C4C(O)C(O)C5CC(O)CCC5(C)C4CC(O)C13C)C(=O)C(S)C(=O)O)c1ccccc21
sample_1591,Nc1c(C=O)cnn1CCCCP(=O)(O)CC(=O)Oc1ccc(O)c(I)c1
sample_1592,Cc1cccc(NN=C(C#N)c2nc(C3CCCN3c3cc(C)cc(C)c3)cs2)c1
sample_1593,Cc1cc2c(c(C)c1NC(Cc1nc(N)nc(O)c1C)C(=O)O)CC2=O
sample_1594,Cn1cc(C2CSC(SC(=NN)C(N)=NN)N2Cc2cccc3c2OCO3)c2ccccc21
sample_1595,N#CC(=NNc1ccc(O)cc1)c1nc(C(=O)C(CCCCN)NN2C(=N)c3ccccc3C2=O)cs1
sample_1596,CC(Cc1ccc(Br)cc1)C(=O)NC=C(C#N)c1ccccc1
sample_1597,CN1C(C(=O)C(=O)C(CCCCN)Nc2ccc(F)cc2)=C(O)c2ccccc2S1(=O)=O
sample_1598,O=C1C(Cl)=C(Cl)C(=O)C(NC2CC(O)CN2C2CCc3cc(O)ccc3C2)=C1Cl
sample_1599,CCCCCCCOC(CCc1cc(C)nc2c(N=Nc3ccccc3Cl)c(N)nn12)C(=O)O
sample_1600,Fc1ccccc1C1CCCN1N1CCOCC1
sample_1601,CSC(=C(C#N)C(=O)N1C(CC(Cl)=CCl)CC2CCCCC21)N(C)C
sample_1602,CC1(C)CC(=O)C2=C(C1)Nc1c(ccc3ccccc13)C2c1ccc(C2CC(CSC(C)(C)C)CN2C(C)(C)C)cc1
sample_1603,N#CC1CC2CC1C(=NOSC1CC(c3nc(Cl)nc(Cl)n3)N(c3nc4c5ccccc5ccn4n3)C1)C2Cl
sample_1604,O=C1CC(c2nnc3n2NCS3)C(=O)N2C(c3cc(C(=S)N4CCCCC4)ccc3O)CCCN12
sample_1605,Cc1cc(=O)oc(C)c1C(CCCCN)C(=O)C1CCC2C3CC=C4CC(Cl)CCC4(C)C3CCC12C
sample_1606,CC1CCc2ccc(N3CC(CNCCCBr)CC3C3CCCC3)cc2N1
sample_1607,C=C(C)C(=O)C(=O)CCC(=O)C(CC1C=COC(=O)c2ccccc2C1)NSC(=S)N(C)C
sample_1608,O=C(CCC(=O)C(CC12OCCN1CC(=O)Nc1ccc(Br)cc12)Nc1ccc(O)c(I)c1)CC1=NCCN1
sample_1609,O=CNC1CC(C2CCCCC2)CN1c1ccc2c(c1)OCCO2
sample_1610,C#CC1(O)CCC2C3CCc4cc(O)ccc4C3C(NC(CNS(=O)(=O)c3ccccc3)C(=O)C(=O)CCCCCCC)CC21C
sample_1611,O=C(O)C(CCc1ccc(F)cc1)C(=O)C1Cc2ccccc21
sample_1612,CC1(C)C(=O)OC2=C(CC3C4CC=C5CC(O)CCC5(C)C4CCC23C)C1C1CC(=O)N2CCCC(Oc3cc(Cl)cc(Cl)c3)N2C1=O
sample_1613,CN1CCc2cc(NC(CCCNCC(Cl)=CCl)C(=O)O)c(O)cc2C1
sample_1614,N#CC(=NNc1ccc(Cl)cc1)C(=O)C1CC(N2CCCCC2)N(c2ccc3ccccc3c2O)C1
sample_1615,CN1CCC23c4c5ccc(CC6CC(C7(O)CCC8(C)C(CCC9C8CCC8(C)C9CCC89OCCO9)C7)N(C7CCC8C9C(=O)C(Br)C%10CCCCC%10(C)C9CCC87C)C6)c4OC2C(O)C=CC3C1C5
sample_1616,CCCCCC(CCCCN)C(=O)c1c(O)ccc2ccccc12
sample_1617,CC1CCCC(NOC2CCC3C4CC=C5CC6(CCC5(C)C4CCC23C)OCCO6)C(=O)N1Nc1ccccc1N=Cc1ccccc1
sample_1618,C=COC1(C)C(=O)N2CCCC(C(C)CN3C(=O)c4cccnc4Nc4ccccc43)N2C1=O
sample_1619,O=C(O)C(CCCNC(=O)C(C(F)(F)F)C(F)(F)F)OC1=Cc2ccccc2Sc2ccc(Cl)cc21
sample_1620,C=CCNN1CC(Nc2nccs2)(n2c(C)cc3c(c2=O)C(c2ccccc2)C(C#N)=C(N)O3)CC1c1c(C)c2ccccc2n1C
sample_1621,Cc1cc(C2CCCN3C(=O)CC(N4N=C(C(F)(F)F)C(=NNc5ccc(Br)cc5)C4=O)C(=O)N23)n2nc(N)c(N=Nc3cccc4ccccc34)c2n1
sample_1622,CC1=CC2(C)OC(C(=O)C(C)NOC3CCC4(C)C(=CC(=O)C5C6CCC(=O)C6(C)CCC54)C3)C1C(C#N)(C#N)C2(C#N)C#N
sample_1623,Cc1ccc(C2CCC(=O)N2Cc2ccc(F)cc2)cc1O
sample_1624,CC(=O)C1=Nc2ccccc2C1(C)C(=O)C1Cc2ccccc2N1C1CC(c2ccc3ccccc3c2)=NN1C(N)=O
sample_1625,CCC(C)C(N)C(=O)N1CC2(CC1c1ccc(N)cc1)SCCS2
sample_1626,CN(CC1C(=O)NC(=O)NC1=O)c1ccc2nc(S(N)(=O)=O)sc2c1
sample_1627,CC12CCC3C(CCC4CCCCC43C)C1CC(OC(Cc1cccc3c1CCCC3)C(=O)O)C2
sample_1628,Cc1cccc(OC2CC3(CN2Oc2ccc4nc(S(N)(=O)=O)sc4c2)SCCS3)c1C
sample_1629,CC(NC12CC3CC(CC(C3)C1)C2)C(=O)c1cc2c(cc1O)C(C)N(C)CC2
sample_1630,CN(C)N(C(=O)C(C#N)=NNc1ccc(Cl)cc1)c1ccccc1
sample_1631,Nc1ccc(CC(CCC(=O)c2nc3ccccc3nc(=O)c2NNc2cccnc2)C(=O)O)cc1
sample_1632,S=c1sc2ccccc2n1C1CCCN1C1c2ccccc2CCc2ccccc21
sample_1633,O=P(O)(CCCCc1cc(C(=S)N2CCCCC2)ccc1O)Oc1cnc2ccccc2n1
sample_1634,Cc1ccc(N2C(=O)CCC2OC2C(=O)NC3=C(C2=O)C(c2ccc(Br)cc2)c2c(c4ccccc4oc2=O)O3)c(C)c1
sample_1635,Cc1noc2c1c(=O)n(C1CC(=O)N3CCCC(Cc4cccc(O)c4)N3C1=O)c1ccccc21
sample_1636,Cc1ccc(N=Nc2c(N)nn3c(NC(CCC(=NNc4ccccc4)c4cccc5ccccc45)C(C(=O)O)c4ccc5c(c4)C(O)OC5=O)cc(C)nc23)c(C)c1
sample_1637,Cc1cc(C)c(N)c(N2CC(C3CCCCC3)CC2Oc2ccccc2)c1
sample_1638,CN(C)C(=O)CCC(C(=O)O)c1ccc2ccccc2c1O
sample_1639,Cc1occc1C(=O)c1c(F)cccc1F
sample_1640,CC(=O)C(C(C)=O)=C1SC2=C(C(=O)c3ccccc3C2=O)N1NC(C(=O)O)c1cc2c(cc1O)CN(C)CC2
sample_1641,Cc1cc(N=Nc2ccccc2)c(N2CC(c3ccc4c(c3)CCC4)CC2C2OC(C)C(O)C(O)C2O)cc1N=Nc1ccccc1
sample_1642,CC12CCC3C(CCC4(C)CC(O)(NC(Cc5nc6ccccc6s5)CP(=O)(O)CC(=O)CCl)CCC34C)C1CCC2O
sample_1643,C#CC1(OCC(CC(=O)n2c(=O)sc3ccccc32)C(=O)O)CCC2C3CCC4=CC(=O)CCC4C3CCC21C
sample_1644,CC1=C(C(=O)C(=O)C(C)C2C3=C(CCCC3)OC3=C2CCCC3)SCCO1
sample_1645,CC12CCC(ON3C(CCCBr)CSC3Nc3ccc(Cl)c(Cl)c3)CC1=CCC1C2CCC2(C)C1CCC2(O)C#Cc1ccccc1
sample_1646,CC(=NCCO)c1c(O)c2ccccc2n(N(c2ccccc2)n2ncc3c(C)cc(C)nc32)c1=O
sample_1647,Cc1cc(C(=O)C(C)c2cccc(NN=C(C#N)c3nc(C)c(N=Nc4ccc(F)cc4)s3)c2)n2nc(N)c(N=Nc3c(Br)cc(Br)cc3Br)c2n1
sample_1648,O=Cc1c(NN(Nc2nc3ccc(Br)cc3s2)C2CCCCC2)c2ccccc2oc1=O
sample_1649,N#CC(=NNc1ccncc1)c1nc(C(=O)CP(=O)(O)CCCCN2CCCCCC2=O)cs1
sample_1650,Cc1nc(NC(CCC(=O)Cc2csc3c(Cl)cccc23)C(=O)O)oc1C
sample_1651,Cc1nc(N(C)c2ccc(F)cc2)sc1N=Nc1c(Br)cc(Br)cc1Br
sample_1652,Cc1cc(N=Nc2ccccc2)c(C2CC(O)CN2C2C(O)=C(C(N)=O)C(=O)C3(O)C(O)=C4C(=O)c5c(O)ccc(Cl)c5C(C)(O)C4CC23)cc1N=Nc1ccccc1
sample_1653,C=Cc1ccccc1C1SCC(n2c(=O)c3c(c4ccccc42)NCCN=C3C)N1c1ccc2c(c1)CNCC2
sample_1654,Cc1ccc(C(=O)C(C)NNc2ccc(Br)cc2Br)s1
sample_1655,CC(=O)CCC1(Nc2cccc3c(C#N)cccc23)CC(C2(C)C=C(C)N=N2)N(CCCBr)C1
sample_1656,CCC1NCCc2cc(O)c(C(CC3CCCN(C)C3)C(=O)O)cc21
sample_1657,Cc1cc(C)cc(C(CCC(=O)C2(C)CCCC34COC5CC6C(C)C(=O)C7(C(CC23)OC(C)(C)OC67)C54)C(=O)O)c1
sample_1658,CC(=O)N(Nc1ccccc1)c1ccc(NNC(CCCNN2C(=O)c3cc(S(N)(O)O)c(Cl)cc3NC2C)C(=O)O)cc1
sample_1659,NCCCCC(Nc1cc2ccccc2ccc1=O)C(=O)Nc1nc2ccc(Br)cc2s1
sample_1660,Cc1ccc(N=Nc2cc(C(=O)c3cccc(Cl)c3)c(N=Nc3ccc(C)cc3)cc2C)cc1
sample_1661,CN(Nc1ccc(Cl)c(Cl)c1)C(=O)C(=NNc1ccc(Br)cc1)S(O)(O)c1ccccc1
sample_1662,Cc1nc(C2CSC(CC(CC(C)C)=NNC(N)=O)N2NC=C(C#N)c2ccccc2)sc1N=Nc1ccc(Cl)cc1
sample_1663,Cc1cc(N2C(=O)C(Nc3nnc(S)s3)CCCC2C)nn1C
sample_1664,CC1C(C(=O)SC2CC(C3CCNCC3)N(c3csc(C(C#N)=NNc4cc(Cl)c(Cl)cc4Cl)n3)C2)=Cc2ccccc21
sample_1665,CC1(C)C(C=C(Cl)Cl)C1C1CC(O[Si](C)(C)C(C)(C)C)N(C2CCc3ccccc3N2N=O)C1
sample_1666,CC(C)CCCC(C)N1CCCC1Nc1ccccc1N=Cc1ccccc1
sample_1667,CC(C)C(C(=O)O)C1CCCN2C(=O)C(C)(Cc3cccc4c(Br)cccc34)C(=O)N12
sample_1668,C=C(Br)CCC(C(=O)O)C(=O)C(C)(C)C1=CCC2(C)C(CCC3C4CCC(O)C4(C)CCC32)C1
sample_1669,CCC(C)C(N)C(=O)C(Cc1ccc(C2(C)CCc3oc4ccc(C)cc4c3-c3oc(C)cc32)cc1)C(=O)O
sample_1670,CC(CC(C(=O)O)c1csc(C(C#N)=NNc2ccc(Br)cc2)n1)CN1C(=O)c2cccnc2Nc2ccccc21
sample_1671,CC1=c2ccccc2=NC1OCc1ccc2c3c1OC1C(O)C=CC4C(C2)N(C)CCC341
sample_1672,CC1=Nc2ccccc2C1(C)C(=O)CC(OOCCCl)C(=O)O
sample_1673,CC12CCC(=O)C=C1CC(N1C3CCCCC3CC1C1CCC3(C)C(CCC4C5CCC(O)C5(C)CCC43)C1)C1C2CCC2(C)C1CCC21CCC(=O)O1
sample_1674,CC12CCC3C(CCC45OC4C(=O)C=CC35O)C1CCC2OC1Cc2ccccc2N1C1N=c2ccccc2=C1c1ccccc1
sample_1675,Cc1ccc(C)c2c1CCCC2ONC(C(=O)O)C(CC1CCC2C3CCC4CC(=O)CCC4(C)C3CC(=O)C12C)NC1CCC2C3C(=O)CC4CCCCC4(C)C3CC(=O)C12C
sample_1676,CC(C(=O)c1cc2c(cc1O)C(C)N(C)CC2)c1c(N)sc2c1CCCC2
sample_1677,CCON1CC(CC(=O)NNc2ccccc2)(C2Cc3ccccc3C(O)O2)CC1c1ccc2ccccc2c1
sample_1678,CCC1NCCc2cc(O)c(N(c3ccc4c(c3)OCO4)n3c(=O)c(C(C)=NCCO)c(O)c4ccccc43)cc21
sample_1679,O=C(CCC(C(=O)O)c1c(O)ccc2ccccc12)c1ccc2c(c1)CCCC2
sample_1680,CC12CCC(OC3CCCN3Cc3cc(=O)c4ccccc4o3)CC1CCC1C2CCC2(C)C1CCC21OCCO1
sample_1681,O=CCC1CCCN1c1ccc(Cl)cc1O
sample_1682,CC12CCC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C1CC(NCN2CCOCC2)CN1Oc1cccc2c(=O)c(=O)c12
sample_1683,CC(C)(C)N(c1ccc2c(c1)OCO2)C(Br)CBr
sample_1684,O=c1nc2ccccc2nc(C2Cc3ccccc3N2c2cc(Cl)c(I)cc2Cl)c1NNc1cccnc1
sample_1685,Cc1nc(NC2CSC3CCCC(NCc4ccc(Cl)cc4Cl)C(=O)N23)nc(Cl)c1C
sample_1686,Cc1cc(N(C2CCCCC2)C2C(=O)NC3=C(C2=O)C(c2ccc(Br)cc2)c2c(c4ccccc4oc2=O)O3)n2nc(N)c(N=Nc3ccccc3Cl)c2n1
sample_1687,CC(=Nc1cc(C)ccc1O)c1c(O)c2ccccc2n(NC(C)C(=O)c2cccc3ccccc23)c1=O
sample_1688,C#CC(C)CC(NOc1cccc2c(=O)c(=O)c12)C(C(=O)O)C1(C2=CCCCC2)CCCCC1
sample_1689,CC1(C)OC(=O)C(=NNc2ccc(CCC(CC(=NO)c3ccc4ccccc4c3)C(=O)O)cc2)C(=O)O1
sample_1690,Cc1cc(NC(CC2C(=O)NC(=S)NC2=O)C(Cn2ccnc2)C(=O)O)n2nc(N)c(N=Nc3cc(Cl)ccc3Cl)c2n1
sample_1691,Cc1ccc(C)c(N2CC(CC(=NO)c3ccc(N)cc3)(C3(C#Cc4ccccc4)Cc4ccccc43)CC2C(=O)C(C)NP(=O)(O)O)c1
sample_1692,N#CC(=NNc1ccccc1Cl)c1nc(CC(Oc2cc3c(cc2S(N)(O)O)S(O)(O)NCN3)C(=O)O)cs1
sample_1693,N#CC(=NNc1ccccc1)C(=O)C(=O)Nc1ccccc1N=Cc1ccccc1
sample_1694,Cc1cc2c(o1)-c1c(oc3c(Br)cc(Br)cc13)CCC2(C)c1ccc(C2Cc3ccccc3N2C23OC(C)CN2CC(=O)Nc2ccc(Cl)cc23)cc1
sample_1695,CSC(NCC(C(=O)O)C1(C)Cc2ccccc2C(=O)O1)=C(C#N)C#N
sample_1696,Cc1ccc(CCC(C(=O)O)c2ccc(Cl)cc2O)o1
sample_1697,CC12C=CC(=O)C=C1CCC1C3CC(O)C(O)(C4CC5CCCCC5N4N4Cc5ccccc5OC4=O)C3(C)CC(O)C12F
sample_1698,NC(CN(c1ccc2c(c1)OCO2)c1ccc2c(Br)cccc2c1)C(=O)O
sample_1699,Clc1cc(C2CC(C3CCCCC3)CN2Cc2ccc3ccc4ccccc4c3c2)c(Cl)cc1I
sample_1700,CC12CCC(C(=CNNC(CCCNN3N=C(C(F)(F)F)C(=NNc4cccc(F)c4)C3=O)C(=O)O)C1=O)C2(C)C
sample_1701,CC(=Nn1c(S)nnc1NC(CCCCN)C(=O)OCCCBr)c1ccc(C)cc1
sample_1702,O=C(c1ccccc1N=Cc1ccccc1)C(S)COc1cc(Cl)cc(Cl)c1
sample_1703,O=C(CP(c1ccccc1)c1ccccc1)n1cnc2c(O)ncnc21
sample_1704,O=C(CCC(Nc1ccc2c(c1)OCCO2)C(=O)O)OC1C(=O)NC2=C(C1=O)C(c1ccc(Br)cc1)c1c(c3ccccc3oc1=O)O2
sample_1705,Cc1cccc(NN=C(C#N)c2nc(N(c3ccc4c(c3)OCO4)C3(C)OC(C(=O)O)=CC3=O)cs2)c1
sample_1706,O=Nc1ccc(C2CCCN3C(=O)CC(Nc4ccc(Cl)cc4Cl)C(=O)N23)cc1
sample_1707,Cc1ccc(NN=C(C#N)c2nc(N(C)Cc3cc4ccccc4oc3=N)cs2)cc1
sample_1708,CCC(=O)C1SCC(C2(O)CCC3C4CCC5=CC(=O)CCC5(C)C4CCC32C)N1CC(C)(C(=O)O)C(=O)O
sample_1709,CC(NNc1ccccn1)C(=O)c1nc2ccccc2nc(=O)c1NNc1cccc2ccccc12
sample_1710,Cc1ccc(NC(=O)N(CP(c2ccccc2)c2ccccc2)CP(c2ccccc2)c2ccccc2)cc1C
sample_1711,CCC(C)N1CC(c2ccccc2C2(C)CCc3oc4ccccc4c3-c3oc(C)cc32)(c2nn(C)c3ncnc(N)c23)CC1c1ccccc1N
sample_1712,CC1=C(NNC(CCCCN)C(=O)C2CCC3(C)C(CCC4C3CCC3(C)C4CCC3(O)C#Cc3ccccc3)C2)CCCC1
sample_1713,CC1CCCC(NC2c3ccccc3-c3ccccc32)C(=O)N1C(Cl)(Cl)C(Cl)Cl
sample_1714,O=C1CC(c2ccc(Cl)cc2Cl)C(=O)N2C(Nc3c(Cl)cc(Cl)cc3Cl)CCCN12
sample_1715,CC(C)C(NNC(CCCCN)C(=O)c1csc(C(C#N)=NNc2ccccc2)n1)C(=O)O
sample_1716,CC1=Nc2ccccc2C1(C)C(=O)C(=O)C(C)CC(=O)C(CC1NC(=O)c2cc(S(N)(=O)=O)c(Cl)cc2N1)Nc1ccccc1O
sample_1717,CC1=NCCNc2c1c(=O)n(C(CCCNc1ccc3c4c(c5c(c3c1)CCCC5)CCCC4)C(=O)O)c1ccccc21
sample_1718,Cc1nc2ccccc2c(=O)n1OC(Cc1ccc(N=Nc2ccc(O)cc2)cc1)C(=O)O
sample_1719,Cc1cc2c(cc1C(CCCCN)C(=O)c1ccoc1C)CC2C(=O)O
sample_1720,O=C1C=C(NCNN(c2ccc3c(c2)OCO3)C2CCNCC2)C(=O)c2ccccc21
sample_1721,N#Cc1ccc2c(c1)N(C(CCC(=O)O)C(=O)O)c1ccccc1S2
sample_1722,Nc1ccc(S(=O)(=O)NC(=O)CCC(Nc2nnc(S)n2N=C2C(=O)Nc3ccccc32)C(=O)O)cc1
sample_1723,C=C1CC23CC1(O)CCC2C12C=CC(O)C(C)(C(=O)O1)C2C3c1cc(N(C(=O)CCCCCC)C2(C)OC(C(=O)O)=CC2=O)ccc1-c1nn(C)c2ncnc(N)c12
sample_1724,CC1(C)CCCC2(C)C1CCC(C)(O)C2NC(CCCNc1cccc(S(N)(O)O)c1)C(=O)O
sample_1725,O=C1C=CC(O)(C(=O)CP(=O)(O)CCCCCCCl)C=C1
sample_1726,CC1=NN(N2C3CCCCC3CC2C2CCC3C4CC(O)C5(O)CC(O)CCC5(C)C4CCC32C)C(=O)C1=NNc1ccc(Cl)cc1Cl
sample_1727,CC12CCC(=O)CC1CCC1C2CCC2(C)C(OC(CCCCN)C(=O)CC(=NNc3ccccc3)c3ccc4ccccc4c3)CCC12
sample_1728,O=C(CCBr)C(=O)CP(=O)(O)CCCCOCC(Cl)(Cl)Cl
sample_1729,CC1=C(C(=O)CC(NOC2CCC3(C)C(CCC4C5CCC(=NNS(O)(O)c6ccc(C)cc6)C5(C)CCC43)C2)C(=O)CC(C)C(=O)c2ccc(S(=O)(=O)c3ccccc3)cc2C)C(C)NC(=O)N1
sample_1730,Cc1cc(N2CC3(CC2C(Br)C(C)Br)SCCS3)n2nc(N)c(N=Nc3cccc4ccccc34)c2n1
sample_1731,O=c1nc2ccccc2nc(N2CC(C3CCCCC3)CC2OCCCCl)c1NNc1cccc2ccccc12
sample_1732,CC(=O)C1=Nc2ccccc2C1(C)C(=O)CCP(=O)(O)NC(C)C(=O)C(=O)C(Cl)Cl
sample_1733,O=C(O)C(CCC(=O)n1c(=O)n2n(c1=O)C1C3OC2C1c1ccccc13)c1ccc2c(=O)n3c(cc2c1)CCCC3
sample_1734,CN1CCCCC1C(CCc1cc(Cl)c(Br)cc1Cl)C(=O)O
sample_1735,Nc1ccc(NC(Nc2ccc(S(N)(O)O)cc2)C(=O)O)cc1
sample_1736,CCCCCC(=O)N1CC2(CC1C1CCC3C4CCC5=CC(=O)CCC5(C)C4CCC31C)SCCS2
sample_1737,Cc1ccc2cc3c(cc2n1)CCC(C)N3C(CCCCN)C(=O)c1ccnc2ccccc12
sample_1738,CC12CCC3C(CCC4CC(=O)CCC43C)C1CCC2CCCCP(=O)(O)CC(=O)C1Cc2ccccc2C1=O
