,y,x1,x2,x3,x4,x5,x6,x7
sample_633,0.23399999999999999,0.253,0.625,0.345,0.303,0.7170000000000001,0.797,0.7979999999999999
sample_634,0.23399999999999999,0.257,0.643,0.36700000000000005,0.32,0.726,0.789,0.764
sample_635,0.23399999999999999,0.262,0.6459999999999999,0.34299999999999997,0.336,0.7170000000000001,0.758,0.762
sample_636,0.23399999999999999,0.268,0.632,0.33,0.33799999999999997,0.701,0.735,0.726
sample_637,0.23399999999999999,0.276,0.626,0.21600000000000003,0.33899999999999997,0.691,0.664,0.6809999999999999
sample_638,0.23399999999999999,0.285,0.628,0.16699999999999998,0.341,0.687,0.691,0.703
sample_639,0.23399999999999999,0.294,0.638,0.12300000000000001,0.342,0.688,0.6940000000000001,0.687
sample_640,0.23399999999999999,0.303,0.69,0.134,0.34299999999999997,0.7440000000000001,0.887,0.8340000000000001
sample_641,0.32899999999999996,0.317,0.6759999999999999,0.34600000000000003,0.44799999999999995,0.852,0.995,0.982
sample_642,0.32899999999999996,0.33,0.6759999999999999,0.52,0.483,0.8320000000000001,0.9309999999999999,0.92
sample_643,0.32899999999999996,0.32299999999999995,0.6709999999999999,0.6659999999999999,0.436,0.812,0.8320000000000001,0.818
sample_644,0.32899999999999996,0.29100000000000004,0.6679999999999999,0.75,0.39399999999999996,0.768,0.73,0.72
sample_645,0.32899999999999996,0.259,0.653,0.7440000000000001,0.363,0.735,0.6990000000000001,0.67
sample_646,0.32899999999999996,0.23800000000000002,0.632,0.722,0.332,0.7390000000000001,0.701,0.6679999999999999
sample_647,0.32899999999999996,0.242,0.632,0.67,0.314,0.7440000000000001,0.745,0.696
sample_648,0.32899999999999996,0.245,0.639,0.623,0.332,0.7490000000000001,0.754,0.711
sample_649,0.32899999999999996,0.249,0.64,0.597,0.35100000000000003,0.754,0.7979999999999999,0.736
sample_650,0.32899999999999996,0.253,0.647,0.63,0.37,0.758,0.804,0.762
sample_651,0.36700000000000005,0.257,0.635,0.654,0.38799999999999996,0.762,0.762,0.72
sample_652,0.36700000000000005,0.254,0.654,0.643,0.392,0.765,0.738,0.722
sample_653,0.36700000000000005,0.251,0.653,0.6679999999999999,0.38799999999999996,0.762,0.742,0.6890000000000001
sample_654,0.36700000000000005,0.248,0.643,0.6509999999999999,0.38299999999999995,0.7559999999999999,0.74,0.682
sample_655,0.36700000000000005,0.245,0.64,0.6709999999999999,0.37799999999999995,0.753,0.727,0.7090000000000001
sample_656,0.36700000000000005,0.242,0.617,0.647,0.373,0.753,0.711,0.698
sample_657,0.36700000000000005,0.239,0.648,0.6559999999999999,0.369,0.752,0.75,0.7070000000000001
sample_658,0.36700000000000005,0.237,0.638,0.628,0.364,0.752,0.737,0.7040000000000001
sample_659,0.36700000000000005,0.237,0.63,0.628,0.359,0.7509999999999999,0.74,0.725
sample_660,0.36700000000000005,0.237,0.6609999999999999,0.649,0.355,0.75,0.746,0.706
sample_661,0.293,0.237,0.643,0.619,0.35,0.75,0.737,0.706
sample_662,0.293,0.237,0.628,0.637,0.345,0.747,0.745,0.706
sample_663,0.293,0.237,0.659,0.6629999999999999,0.23600000000000002,0.741,0.716,0.6829999999999999
sample_664,0.293,0.237,0.639,0.6409999999999999,0.225,0.7170000000000001,0.6759999999999999,0.653
sample_665,0.293,0.237,0.64,0.59,0.244,0.716,0.691,0.645
sample_666,0.293,0.237,0.624,0.581,0.263,0.715,0.69,0.638
sample_667,0.293,0.237,0.635,0.536,0.28300000000000003,0.7140000000000001,0.706,0.6859999999999999
sample_668,0.293,0.237,0.645,0.531,0.302,0.7120000000000001,0.755,0.71
sample_669,0.293,0.237,0.655,0.5760000000000001,0.321,0.71,0.7490000000000001,0.7140000000000001
sample_670,0.293,0.237,0.63,0.546,0.34,0.7090000000000001,0.7120000000000001,0.679
sample_671,0.262,0.237,0.64,0.581,0.359,0.7070000000000001,0.7040000000000001,0.6829999999999999
sample_672,0.262,0.237,0.639,0.5579999999999999,0.379,0.7040000000000001,0.662,0.654
sample_673,0.262,0.237,0.623,0.508,0.386,0.698,0.687,0.65
sample_674,0.262,0.237,0.639,0.45899999999999996,0.391,0.701,0.7140000000000001,0.672
sample_675,0.262,0.237,0.632,0.446,0.396,0.705,0.691,0.652
sample_676,0.262,0.237,0.629,0.423,0.4,0.7090000000000001,0.679,0.6859999999999999
sample_677,0.262,0.273,0.636,0.435,0.405,0.715,0.6990000000000001,0.6829999999999999
sample_678,0.262,0.261,0.662,0.39299999999999996,0.41,0.72,0.721,0.679
sample_679,0.262,0.23399999999999999,0.637,0.452,0.414,0.726,0.73,0.691
sample_680,0.262,0.235,0.6509999999999999,0.48700000000000004,0.419,0.732,0.741,0.711
sample_681,0.243,0.244,0.662,0.5489999999999999,0.424,0.737,0.737,0.7140000000000001
sample_682,0.243,0.252,0.637,0.588,0.428,0.743,0.723,0.69
sample_683,0.243,0.258,0.633,0.613,0.433,0.747,0.7170000000000001,0.684
sample_684,0.243,0.26,0.61,0.611,0.41700000000000004,0.72,0.69,0.637
sample_685,0.243,0.263,0.635,0.573,0.37799999999999995,0.722,0.716,0.674
sample_686,0.243,0.265,0.647,0.5670000000000001,0.33799999999999997,0.7240000000000001,0.737,0.703
sample_687,0.243,0.268,0.6559999999999999,0.579,0.299,0.738,0.792,0.706
sample_688,0.243,0.266,0.655,0.617,0.307,0.768,0.813,0.76
sample_689,0.243,0.261,0.6609999999999999,0.6829999999999999,0.345,0.797,0.7859999999999999,0.747
sample_690,0.243,0.256,0.6709999999999999,0.755,0.38299999999999995,0.758,0.759,0.696
sample_691,0.22699999999999998,0.25,0.634,0.705,0.42100000000000004,0.716,0.695,0.645
sample_692,0.22699999999999998,0.245,0.632,0.6679999999999999,0.45799999999999996,0.703,0.662,0.642
sample_693,0.22699999999999998,0.24,0.619,0.5329999999999999,0.496,0.685,0.659,0.609
sample_694,0.22699999999999998,0.23600000000000002,0.615,0.43200000000000005,0.5379999999999999,0.7140000000000001,0.7070000000000001,0.672
sample_695,0.22699999999999998,0.23399999999999999,0.64,0.45299999999999996,0.584,0.711,0.7120000000000001,0.695
sample_696,0.22699999999999998,0.233,0.636,0.387,0.63,0.708,0.7070000000000001,0.67
sample_697,0.22699999999999998,0.231,0.634,0.442,0.6759999999999999,0.745,0.7390000000000001,0.701
sample_698,0.22699999999999998,0.23,0.665,0.455,0.721,0.73,0.726,0.6829999999999999
sample_699,0.22699999999999998,0.228,0.644,0.483,0.752,0.737,0.685,0.6829999999999999
sample_700,0.22699999999999998,0.22699999999999998,0.643,0.524,0.7490000000000001,0.7340000000000001,0.6709999999999999,0.655
sample_701,0.19699999999999998,0.225,0.65,0.527,0.745,0.7190000000000001,0.669,0.633
sample_702,0.19699999999999998,0.22399999999999998,0.639,0.501,0.741,0.725,0.6809999999999999,0.639
sample_703,0.19699999999999998,0.222,0.664,0.545,0.738,0.731,0.706,0.664
sample_704,0.19699999999999998,0.22,0.652,0.574,0.7340000000000001,0.737,0.7140000000000001,0.679
sample_705,0.19699999999999998,0.21899999999999997,0.64,0.626,0.73,0.7440000000000001,0.753,0.713
sample_706,0.19699999999999998,0.217,0.647,0.649,0.726,0.75,0.7829999999999999,0.7509999999999999
sample_707,0.19699999999999998,0.21600000000000003,0.6609999999999999,0.7,0.723,0.7490000000000001,0.727,0.705
sample_708,0.19699999999999998,0.214,0.65,0.6990000000000001,0.71,0.747,0.71,0.644
sample_709,0.19699999999999998,0.213,0.653,0.696,0.6409999999999999,0.742,0.7070000000000001,0.629
sample_710,0.19699999999999998,0.20600000000000002,0.62,0.674,0.545,0.737,0.669,0.629
sample_711,0.231,0.198,0.643,0.619,0.488,0.76,0.768,0.696
sample_712,0.231,0.191,0.66,0.629,0.49200000000000005,0.7559999999999999,0.8029999999999999,0.75
sample_713,0.231,0.183,0.6629999999999999,0.647,0.49700000000000005,0.753,0.726,0.7090000000000001
sample_714,0.231,0.175,0.63,0.614,0.501,0.7490000000000001,0.731,0.672
sample_715,0.231,0.168,0.619,0.5920000000000001,0.506,0.7240000000000001,0.6609999999999999,0.628
sample_716,0.231,0.16,0.632,0.474,0.51,0.684,0.634,0.606
sample_717,0.231,0.152,0.633,0.324,0.5379999999999999,0.68,0.667,0.612
sample_718,0.231,0.2,0.659,0.287,0.627,0.757,0.86,0.8009999999999999
sample_719,0.231,0.25,0.6609999999999999,0.4,0.754,0.848,0.995,0.9259999999999999
sample_720,0.231,0.299,0.691,0.532,0.8390000000000001,0.867,0.9990000000000001,0.9420000000000001
sample_721,0.195,0.318,0.654,0.6759999999999999,0.889,0.862,0.919,0.8690000000000001
sample_722,0.195,0.301,0.6459999999999999,0.757,0.867,0.8340000000000001,0.7959999999999999,0.7559999999999999
sample_723,0.195,0.284,0.612,0.7509999999999999,0.826,0.8140000000000001,0.7120000000000001,0.684
sample_724,0.195,0.268,0.621,0.698,0.7240000000000001,0.795,0.6890000000000001,0.665
sample_725,0.195,0.251,0.6459999999999999,0.703,0.62,0.7979999999999999,0.7040000000000001,0.6759999999999999
sample_726,0.195,0.23399999999999999,0.634,0.662,0.516,0.809,0.7290000000000001,0.6990000000000001
sample_727,0.195,0.218,0.632,0.648,0.491,0.8190000000000001,0.794,0.75
sample_728,0.195,0.20800000000000002,0.6509999999999999,0.662,0.513,0.83,0.84,0.802
sample_729,0.195,0.207,0.648,0.6579999999999999,0.535,0.841,0.847,0.8140000000000001
sample_730,0.195,0.205,0.635,0.75,0.557,0.8370000000000001,0.8440000000000001,0.8029999999999999
sample_731,0.151,0.204,0.648,0.703,0.579,0.8270000000000001,0.815,0.759
sample_732,0.151,0.203,0.652,0.687,0.601,0.818,0.7979999999999999,0.74
sample_733,0.151,0.20199999999999999,0.653,0.68,0.623,0.8079999999999999,0.789,0.7070000000000001
sample_734,0.151,0.201,0.617,0.6559999999999999,0.643,0.8059999999999999,0.774,0.703
sample_735,0.151,0.21100000000000002,0.635,0.638,0.662,0.805,0.789,0.7290000000000001
sample_736,0.151,0.225,0.647,0.626,0.6809999999999999,0.804,0.797,0.73
sample_737,0.151,0.23800000000000002,0.649,0.613,0.7,0.809,0.8079999999999999,0.769
sample_738,0.151,0.252,0.688,0.634,0.718,0.818,0.8390000000000001,0.8029999999999999
sample_739,0.151,0.266,0.693,0.674,0.737,0.826,0.865,0.805
sample_740,0.151,0.27899999999999997,0.691,0.732,0.7559999999999999,0.831,0.828,0.772
sample_741,0.133,0.293,0.682,0.746,0.754,0.8290000000000001,0.823,0.7759999999999999
sample_742,0.133,0.261,0.6679999999999999,0.748,0.741,0.8270000000000001,0.7979999999999999,0.731
sample_743,0.133,0.254,0.66,0.743,0.728,0.825,0.755,0.723
sample_744,0.133,0.248,0.672,0.723,0.7190000000000001,0.823,0.797,0.7290000000000001
sample_745,0.133,0.242,0.6779999999999999,0.7190000000000001,0.71,0.821,0.7809999999999999,0.73
sample_746,0.133,0.235,0.659,0.696,0.701,0.8190000000000001,0.826,0.742
sample_747,0.133,0.22899999999999998,0.6659999999999999,0.6859999999999999,0.6920000000000001,0.8190000000000001,0.8240000000000001,0.767
sample_748,0.133,0.222,0.6729999999999999,0.7090000000000001,0.679,0.8190000000000001,0.789,0.759
sample_749,0.133,0.21600000000000003,0.6940000000000001,0.7240000000000001,0.6559999999999999,0.8140000000000001,0.797,0.745
sample_750,0.133,0.21,0.652,0.687,0.633,0.805,0.792,0.733
sample_751,0.157,0.21100000000000002,0.677,0.6559999999999999,0.611,0.809,0.8290000000000001,0.7759999999999999
sample_752,0.157,0.213,0.691,0.604,0.588,0.816,0.8270000000000001,0.805
sample_753,0.157,0.21600000000000003,0.695,0.6459999999999999,0.5660000000000001,0.823,0.848,0.797
sample_754,0.157,0.21899999999999997,0.6779999999999999,0.701,0.5429999999999999,0.83,0.909,0.845
sample_755,0.157,0.221,0.6859999999999999,0.752,0.545,0.836,0.9059999999999999,0.835
sample_756,0.157,0.22399999999999998,0.684,0.75,0.5529999999999999,0.835,0.875,0.833
sample_757,0.157,0.22699999999999998,0.677,0.748,0.561,0.8340000000000001,0.888,0.836
sample_758,0.157,0.22899999999999998,0.665,0.753,0.57,0.8320000000000001,0.884,0.81
sample_759,0.157,0.23199999999999998,0.6759999999999999,0.7440000000000001,0.578,0.831,0.851,0.7979999999999999
sample_760,0.157,0.198,0.642,0.731,0.586,0.823,0.8220000000000001,0.77
sample_761,0.18,0.171,0.674,0.665,0.594,0.802,0.759,0.7609999999999999
sample_762,0.18,0.183,0.665,0.622,0.602,0.805,0.8079999999999999,0.772
sample_763,0.18,0.195,0.653,0.5820000000000001,0.61,0.8079999999999999,0.818,0.77
sample_764,0.18,0.20600000000000002,0.664,0.5579999999999999,0.619,0.8109999999999999,0.868,0.805
sample_765,0.18,0.218,0.675,0.5589999999999999,0.631,0.8140000000000001,0.852,0.8140000000000001
sample_766,0.18,0.23,0.688,0.5770000000000001,0.649,0.818,0.8640000000000001,0.823
sample_767,0.18,0.24100000000000002,0.6559999999999999,0.597,0.667,0.821,0.8690000000000001,0.7959999999999999
sample_768,0.18,0.253,0.6759999999999999,0.625,0.685,0.8240000000000001,0.861,0.8370000000000001
sample_769,0.18,0.265,0.698,0.6759999999999999,0.703,0.8270000000000001,0.861,0.799
sample_770,0.18,0.268,0.677,0.6829999999999999,0.7020000000000001,0.83,0.853,0.7979999999999999
sample_771,0.184,0.267,0.67,0.7170000000000001,0.6809999999999999,0.831,0.825,0.772
sample_772,0.184,0.266,0.6809999999999999,0.7240000000000001,0.659,0.8240000000000001,0.812,0.76
sample_773,0.184,0.265,0.672,0.716,0.637,0.8170000000000001,0.797,0.753
sample_774,0.184,0.263,0.664,0.6940000000000001,0.616,0.81,0.784,0.747
sample_775,0.184,0.262,0.6629999999999999,0.6779999999999999,0.594,0.8029999999999999,0.7509999999999999,0.732
sample_776,0.184,0.261,0.6579999999999999,0.648,0.573,0.7959999999999999,0.765,0.733
sample_777,0.184,0.26,0.6659999999999999,0.616,0.551,0.789,0.767,0.735
sample_778,0.184,0.259,0.6709999999999999,0.605,0.545,0.7979999999999999,0.7929999999999999,0.74
sample_779,0.184,0.257,0.682,0.596,0.5770000000000001,0.809,0.8009999999999999,0.764
sample_780,0.184,0.255,0.684,0.606,0.609,0.82,0.8270000000000001,0.785
sample_781,0.134,0.253,0.687,0.638,0.6409999999999999,0.826,0.843,0.804
sample_782,0.134,0.25,0.693,0.684,0.6729999999999999,0.8290000000000001,0.852,0.773
sample_783,0.134,0.247,0.672,0.6940000000000001,0.705,0.831,0.82,0.7759999999999999
sample_784,0.134,0.245,0.685,0.745,0.7240000000000001,0.8220000000000001,0.8140000000000001,0.778
sample_785,0.134,0.242,0.6859999999999999,0.727,0.7120000000000001,0.813,0.7759999999999999,0.721
sample_786,0.134,0.239,0.6629999999999999,0.701,0.6990000000000001,0.8059999999999999,0.778,0.735
sample_787,0.134,0.237,0.667,0.7340000000000001,0.687,0.8,0.778,0.706
sample_788,0.134,0.23399999999999999,0.6509999999999999,0.708,0.675,0.7929999999999999,0.755,0.71
sample_789,0.134,0.231,0.6970000000000001,0.72,0.6629999999999999,0.7859999999999999,0.75,0.696
sample_790,0.134,0.226,0.6729999999999999,0.687,0.65,0.777,0.682,0.626
sample_791,0.0972,0.222,0.649,0.6459999999999999,0.638,0.76,0.74,0.6679999999999999
sample_792,0.0972,0.218,0.657,0.657,0.625,0.784,0.769,0.708
sample_793,0.0972,0.214,0.672,0.662,0.613,0.779,0.747,0.695
sample_794,0.0972,0.209,0.659,0.659,0.6,0.768,0.716,0.66
sample_795,0.0972,0.20800000000000002,0.68,0.649,0.59,0.758,0.7120000000000001,0.675
sample_796,0.0972,0.209,0.6890000000000001,0.634,0.595,0.758,0.782,0.703
sample_797,0.0972,0.21600000000000003,0.6409999999999999,0.657,0.6,0.759,0.7859999999999999,0.738
sample_798,0.0972,0.222,0.664,0.631,0.5770000000000001,0.759,0.737,0.698
sample_799,0.0972,0.228,0.684,0.611,0.429,0.759,0.721,0.655
sample_800,0.0972,0.23399999999999999,0.6809999999999999,0.5820000000000001,0.39799999999999996,0.76,0.7170000000000001,0.6609999999999999
sample_801,0.0838,0.23600000000000002,0.642,0.5760000000000001,0.36700000000000005,0.76,0.765,0.7040000000000001
sample_802,0.0838,0.235,0.6829999999999999,0.586,0.365,0.7609999999999999,0.768,0.7020000000000001
sample_803,0.0838,0.23399999999999999,0.688,0.595,0.397,0.7609999999999999,0.754,0.6990000000000001
sample_804,0.0838,0.233,0.6759999999999999,0.609,0.48200000000000004,0.762,0.7440000000000001,0.674
sample_805,0.0838,0.23199999999999998,0.685,0.642,0.499,0.762,0.755,0.674
sample_806,0.0838,0.231,0.6659999999999999,0.674,0.516,0.762,0.6890000000000001,0.679
sample_807,0.0838,0.23,0.667,0.6809999999999999,0.534,0.769,0.7290000000000001,0.6829999999999999
sample_808,0.0838,0.22899999999999998,0.693,0.733,0.551,0.768,0.727,0.687
sample_809,0.0838,0.228,0.6940000000000001,0.745,0.5529999999999999,0.764,0.716,0.67
sample_810,0.0838,0.22699999999999998,0.6920000000000001,0.748,0.555,0.755,0.721,0.644
sample_811,0.126,0.226,0.6459999999999999,0.754,0.556,0.741,0.6709999999999999,0.622
sample_812,0.126,0.225,0.6679999999999999,0.738,0.5579999999999999,0.726,0.6859999999999999,0.606
sample_813,0.126,0.22399999999999998,0.688,0.748,0.5589999999999999,0.7120000000000001,0.6970000000000001,0.617
sample_814,0.126,0.223,0.6759999999999999,0.742,0.561,0.696,0.698,0.623
sample_815,0.126,0.222,0.664,0.733,0.562,0.6809999999999999,0.667,0.629
sample_816,0.126,0.221,0.674,0.72,0.563,0.6659999999999999,0.664,0.58
sample_817,0.126,0.22,0.6659999999999999,0.659,0.565,0.66,0.6759999999999999,0.593
sample_818,0.126,0.22,0.669,0.675,0.5660000000000001,0.664,0.685,0.63
sample_819,0.126,0.21899999999999997,0.6859999999999999,0.653,0.568,0.6679999999999999,0.675,0.6459999999999999
sample_820,0.126,0.218,0.685,0.6729999999999999,0.569,0.672,0.71,0.657
sample_821,0.11599999999999999,0.217,0.6940000000000001,0.6729999999999999,0.515,0.675,0.703,0.67
sample_822,0.11599999999999999,0.21600000000000003,0.69,0.7020000000000001,0.45799999999999996,0.6779999999999999,0.721,0.667
sample_823,0.11599999999999999,0.215,0.677,0.748,0.451,0.6809999999999999,0.757,0.677
sample_824,0.11599999999999999,0.214,0.695,0.74,0.457,0.685,0.782,0.7040000000000001
sample_825,0.11599999999999999,0.214,0.6809999999999999,0.7490000000000001,0.46299999999999997,0.731,0.778,0.706
sample_826,0.11599999999999999,0.213,0.648,0.75,0.469,0.7190000000000001,0.733,0.665
sample_827,0.11599999999999999,0.212,0.6779999999999999,0.748,0.47700000000000004,0.7070000000000001,0.716,0.674
sample_828,0.11599999999999999,0.21100000000000002,0.66,0.763,0.495,0.695,0.713,0.6629999999999999
sample_829,0.11599999999999999,0.21,0.655,0.759,0.512,0.685,0.685,0.628
sample_830,0.11599999999999999,0.209,0.6609999999999999,0.74,0.53,0.675,0.696,0.626
sample_831,0.145,0.209,0.664,0.72,0.5479999999999999,0.6709999999999999,0.706,0.6729999999999999
sample_832,0.145,0.175,0.691,0.674,0.565,0.67,0.718,0.669
sample_833,0.145,0.20800000000000002,0.696,0.684,0.583,0.6679999999999999,0.7090000000000001,0.6609999999999999
sample_834,0.145,0.20600000000000002,0.6579999999999999,0.6579999999999999,0.5920000000000001,0.667,0.698,0.665
sample_835,0.145,0.205,0.645,0.621,0.598,0.6659999999999999,0.7190000000000001,0.669
sample_836,0.145,0.203,0.655,0.612,0.605,0.665,0.7,0.66
sample_837,0.145,0.20199999999999999,0.667,0.555,0.611,0.6629999999999999,0.706,0.642
sample_838,0.145,0.2,0.648,0.509,0.617,0.662,0.6890000000000001,0.637
sample_839,0.145,0.20600000000000002,0.6579999999999999,0.504,0.624,0.6629999999999999,0.6990000000000001,0.679
sample_840,0.145,0.212,0.657,0.474,0.628,0.669,0.701,0.629
sample_841,0.14300000000000002,0.21899999999999997,0.6659999999999999,0.43799999999999994,0.632,0.675,0.6679999999999999,0.629
sample_842,0.14300000000000002,0.225,0.662,0.419,0.636,0.6809999999999999,0.632,0.629
sample_843,0.14300000000000002,0.231,0.677,0.47600000000000003,0.64,0.687,0.6609999999999999,0.629
sample_844,0.14300000000000002,0.237,0.7090000000000001,0.5529999999999999,0.644,0.6970000000000001,0.6990000000000001,0.629
sample_845,0.14300000000000002,0.243,0.731,0.644,0.648,0.711,0.7120000000000001,0.638
sample_846,0.14300000000000002,0.249,0.7509999999999999,0.757,0.652,0.7240000000000001,0.733,0.669
sample_847,0.14300000000000002,0.255,0.75,0.805,0.6559999999999999,0.738,0.727,0.6679999999999999
sample_848,0.14300000000000002,0.262,0.67,0.8009999999999999,0.66,0.752,0.682,0.638
sample_849,0.14300000000000002,0.256,0.643,0.807,0.664,0.737,0.608,0.595
sample_850,0.14300000000000002,0.237,0.67,0.797,0.6679999999999999,0.7190000000000001,0.636,0.5720000000000001
sample_851,0.149,0.217,0.6859999999999999,0.773,0.672,0.7,0.596,0.555
sample_852,0.149,0.2,0.696,0.7829999999999999,0.6759999999999999,0.6859999999999999,0.61,0.5529999999999999
sample_853,0.149,0.201,0.685,0.78,0.68,0.6890000000000001,0.643,0.604
sample_854,0.149,0.20199999999999999,0.6659999999999999,0.802,0.6970000000000001,0.693,0.66,0.6459999999999999
sample_855,0.149,0.203,0.6579999999999999,0.8059999999999999,0.746,0.696,0.6990000000000001,0.652
sample_856,0.149,0.204,0.636,0.809,0.74,0.7,0.6990000000000001,0.662
sample_857,0.149,0.205,0.65,0.809,0.603,0.7040000000000001,0.67,0.637
sample_858,0.149,0.20600000000000002,0.665,0.812,0.466,0.6859999999999999,0.618,0.5870000000000001
sample_859,0.149,0.207,0.6890000000000001,0.768,0.462,0.6609999999999999,0.608,0.5820000000000001
sample_860,0.149,0.20800000000000002,0.6809999999999999,0.77,0.462,0.647,0.6459999999999999,0.593
sample_861,0.102,0.209,0.677,0.711,0.46299999999999997,0.672,0.713,0.637
sample_862,0.102,0.21100000000000002,0.6759999999999999,0.7609999999999999,0.46299999999999997,0.684,0.6859999999999999,0.6659999999999999
sample_863,0.102,0.213,0.672,0.7759999999999999,0.46299999999999997,0.691,0.708,0.652
sample_864,0.102,0.214,0.6679999999999999,0.7170000000000001,0.46399999999999997,0.698,0.738,0.67
sample_865,0.102,0.21600000000000003,0.657,0.753,0.46399999999999997,0.708,0.733,0.67
sample_866,0.102,0.217,0.675,0.8,0.46399999999999997,0.713,0.72,0.664
sample_867,0.102,0.21899999999999997,0.685,0.805,0.465,0.6859999999999999,0.669,0.599
sample_868,0.102,0.22,0.672,0.789,0.465,0.664,0.623,0.5579999999999999
sample_869,0.102,0.222,0.645,0.69,0.465,0.65,0.605,0.547
sample_870,0.102,0.223,0.675,0.74,0.466,0.6609999999999999,0.6629999999999999,0.611
sample_871,0.138,0.223,0.6940000000000001,0.688,0.466,0.6659999999999999,0.706,0.643
sample_872,0.138,0.218,0.6829999999999999,0.743,0.48700000000000004,0.6829999999999999,0.69,0.67
sample_873,0.138,0.212,0.6809999999999999,0.7609999999999999,0.512,0.703,0.685,0.628
sample_874,0.138,0.214,0.637,0.6990000000000001,0.5379999999999999,0.6729999999999999,0.6,0.555
sample_875,0.138,0.233,0.624,0.614,0.563,0.65,0.645,0.588
sample_876,0.138,0.198,0.652,0.585,0.5770000000000001,0.6509999999999999,0.6629999999999999,0.621
sample_877,0.138,0.207,0.653,0.501,0.5760000000000001,0.653,0.68,0.633
sample_878,0.138,0.21600000000000003,0.64,0.45399999999999996,0.5760000000000001,0.6559999999999999,0.695,0.662
sample_879,0.138,0.225,0.654,0.396,0.575,0.627,0.6609999999999999,0.647
sample_880,0.138,0.235,0.63,0.336,0.574,0.659,0.652,0.633
sample_881,0.14800000000000002,0.244,0.64,0.237,0.574,0.6609999999999999,0.669,0.631
sample_882,0.14800000000000002,0.253,0.649,0.23800000000000002,0.573,0.6609999999999999,0.672,0.642
sample_883,0.14800000000000002,0.263,0.657,0.18899999999999997,0.573,0.659,0.6609999999999999,0.657
sample_884,0.14800000000000002,0.272,0.672,0.16699999999999998,0.5720000000000001,0.657,0.672,0.6509999999999999
sample_885,0.14800000000000002,0.281,0.6679999999999999,0.252,0.5720000000000001,0.648,0.659,0.639
sample_886,0.14800000000000002,0.29,0.7040000000000001,0.251,0.5710000000000001,0.63,0.69,0.654
sample_887,0.14800000000000002,0.3,0.667,0.265,0.5710000000000001,0.682,0.7190000000000001,0.67
sample_888,0.14800000000000002,0.309,0.669,0.307,0.57,0.6920000000000001,0.748,0.728
sample_889,0.14800000000000002,0.299,0.643,0.35600000000000004,0.569,0.6940000000000001,0.7559999999999999,0.727
sample_890,0.14800000000000002,0.28800000000000003,0.6709999999999999,0.381,0.569,0.696,0.679,0.68
sample_891,0.267,0.27699999999999997,0.6859999999999999,0.425,0.568,0.69,0.657,0.624
sample_892,0.267,0.266,0.6709999999999999,0.4,0.568,0.6729999999999999,0.621,0.595
sample_893,0.267,0.255,0.6509999999999999,0.331,0.5670000000000001,0.6559999999999999,0.65,0.597
sample_894,0.267,0.244,0.687,0.382,0.5670000000000001,0.667,0.662,0.653
sample_895,0.267,0.23399999999999999,0.649,0.27699999999999997,0.5660000000000001,0.6509999999999999,0.615,0.622
sample_896,0.267,0.223,0.674,0.264,0.5660000000000001,0.664,0.649,0.629
sample_897,0.267,0.233,0.6809999999999999,0.268,0.565,0.632,0.672,0.636
sample_898,0.267,0.249,0.821,0.33799999999999997,0.565,0.638,0.653,0.635
sample_899,0.267,0.276,0.9109999999999999,0.349,0.568,0.565,0.639,0.644
sample_900,0.267,0.316,0.606,0.391,0.598,0.725,0.708,0.718
sample_901,0.28600000000000003,0.316,0.61,0.465,0.6609999999999999,0.732,0.753,0.772
sample_902,0.28600000000000003,0.26899999999999996,0.649,0.51,0.6920000000000001,0.633,0.619,0.639
sample_903,0.28600000000000003,0.222,0.7020000000000001,0.493,0.6940000000000001,0.57,0.545,0.539
sample_904,0.28600000000000003,0.17600000000000002,0.698,0.496,0.696,0.52,0.537,0.493
sample_905,0.28600000000000003,0.129,0.696,0.505,0.698,0.478,0.455,0.451
sample_906,0.28600000000000003,0.146,0.722,0.498,0.7,0.429,0.5,0.46399999999999997
sample_907,0.28600000000000003,0.16399999999999998,0.674,0.391,0.7,0.424,0.515,0.491
sample_908,0.28600000000000003,0.21600000000000003,0.682,0.263,0.6940000000000001,0.5589999999999999,0.731,0.6759999999999999
sample_909,0.28600000000000003,0.307,0.695,0.401,0.688,0.723,0.909,0.878
sample_910,0.28600000000000003,0.298,0.718,0.47,0.682,0.725,0.847,0.8440000000000001
sample_911,0.34700000000000003,0.28800000000000003,0.701,0.601,0.6759999999999999,0.727,0.8190000000000001,0.775
sample_912,0.34700000000000003,0.278,0.74,0.6940000000000001,0.67,0.721,0.767,0.758
sample_913,0.34700000000000003,0.26899999999999996,0.732,0.7829999999999999,0.664,0.7120000000000001,0.765,0.718
sample_914,0.34700000000000003,0.259,0.733,0.792,0.6579999999999999,0.7020000000000001,0.7390000000000001,0.695
sample_915,0.34700000000000003,0.25,0.6709999999999999,0.797,0.652,0.682,0.6709999999999999,0.65
sample_916,0.34700000000000003,0.24,0.657,0.748,0.65,0.655,0.659,0.62
sample_917,0.34700000000000003,0.23,0.6559999999999999,0.6920000000000001,0.6579999999999999,0.662,0.69,0.64
sample_918,0.34700000000000003,0.221,0.6459999999999999,0.63,0.6659999999999999,0.675,0.72,0.6679999999999999
sample_919,0.34700000000000003,0.21100000000000002,0.691,0.664,0.532,0.6759999999999999,0.735,0.7170000000000001
sample_920,0.34700000000000003,0.201,0.687,0.672,0.47,0.675,0.737,0.708
