,y1,x1,x2,x3,x4,x5
sample_2963,0.0952,0.6,0.6859999999999999,0.273,0.737,0.807
sample_2964,0.0952,0.598,0.695,0.262,0.778,0.794
sample_2965,0.0952,0.601,0.6779999999999999,0.259,0.764,0.799
sample_2966,0.0952,0.605,0.6559999999999999,0.251,0.731,0.8079999999999999
sample_2967,0.0952,0.608,0.672,0.24600000000000002,0.7070000000000001,0.8029999999999999
sample_2968,0.0952,0.608,0.687,0.243,0.7170000000000001,0.799
sample_2969,0.0952,0.606,0.687,0.239,0.7440000000000001,0.797
sample_2970,0.0952,0.601,0.6890000000000001,0.243,0.7440000000000001,0.7959999999999999
sample_2971,0.0952,0.595,0.677,0.25,0.7190000000000001,0.802
sample_2972,0.0952,0.593,0.682,0.247,0.755,0.7959999999999999
sample_2973,0.0952,0.598,0.685,0.249,0.746,0.7879999999999999
sample_2974,0.0952,0.605,0.67,0.24600000000000002,0.7290000000000001,0.7929999999999999
sample_2975,0.0952,0.609,0.66,0.245,0.757,0.7979999999999999
sample_2976,0.0952,0.607,0.6559999999999999,0.253,0.725,0.802
sample_2977,0.0952,0.603,0.684,0.249,0.731,0.799
sample_2978,0.0952,0.604,0.69,0.251,0.7390000000000001,0.7959999999999999
sample_2979,0.0952,0.61,0.6779999999999999,0.26,0.733,0.795
sample_2980,0.0952,0.615,0.695,0.255,0.726,0.795
sample_2981,0.0579,0.62,0.703,0.25,0.6940000000000001,0.792
sample_2982,0.0579,0.621,0.677,0.253,0.696,0.794
sample_2983,0.0579,0.619,0.677,0.256,0.754,0.792
sample_2984,0.0579,0.617,0.7070000000000001,0.261,0.75,0.7829999999999999
sample_2985,0.0579,0.618,0.6990000000000001,0.258,0.7090000000000001,0.789
sample_2986,0.0579,0.619,0.68,0.265,0.6970000000000001,0.797
sample_2987,0.0579,0.621,0.674,0.265,0.7040000000000001,0.799
sample_2988,0.0579,0.623,0.6970000000000001,0.258,0.725,0.7909999999999999
sample_2989,0.0579,0.624,0.6920000000000001,0.259,0.7190000000000001,0.7929999999999999
sample_2990,0.0579,0.622,0.688,0.257,0.722,0.795
sample_2991,0.0579,0.62,0.6970000000000001,0.251,0.763,0.795
sample_2992,0.0579,0.621,0.6859999999999999,0.249,0.745,0.7959999999999999
sample_2993,0.0579,0.627,0.6709999999999999,0.253,0.7,0.799
sample_2994,0.0579,0.629,0.685,0.253,0.7040000000000001,0.802
sample_2995,0.0579,0.628,0.69,0.255,0.721,0.797
sample_2996,0.0579,0.627,0.68,0.254,0.7490000000000001,0.799
sample_2997,0.0579,0.625,0.672,0.261,0.7340000000000001,0.799
sample_2998,0.0579,0.628,0.6709999999999999,0.26,0.722,0.794
sample_2999,0.0579,0.634,0.682,0.262,0.754,0.7909999999999999
sample_3000,0.0579,0.638,0.6859999999999999,0.272,0.748,0.79
sample_3001,0.0829,0.639,0.6679999999999999,0.282,0.722,0.7929999999999999
sample_3002,0.0829,0.64,0.6659999999999999,0.284,0.731,0.797
sample_3003,0.0829,0.643,0.684,0.28800000000000003,0.7340000000000001,0.794
sample_3004,0.0829,0.6459999999999999,0.682,0.28600000000000003,0.736,0.7929999999999999
sample_3005,0.0829,0.645,0.674,0.28600000000000003,0.735,0.802
sample_3006,0.0829,0.639,0.684,0.292,0.738,0.8009999999999999
sample_3007,0.0829,0.631,0.695,0.29600000000000004,0.7190000000000001,0.794
sample_3008,0.0829,0.628,0.6920000000000001,0.299,0.7020000000000001,0.792
sample_3009,0.0829,0.625,0.67,0.289,0.7170000000000001,0.804
sample_3010,0.0829,0.628,0.664,0.281,0.764,0.804
sample_3011,0.0829,0.631,0.6779999999999999,0.27899999999999997,0.7390000000000001,0.7979999999999999
sample_3012,0.0829,0.631,0.675,0.275,0.716,0.8
sample_3013,0.0829,0.633,0.6659999999999999,0.27399999999999997,0.765,0.8009999999999999
sample_3014,0.0829,0.638,0.6729999999999999,0.268,0.787,0.799
sample_3015,0.0829,0.643,0.684,0.275,0.7659999999999999,0.7959999999999999
sample_3016,0.0829,0.648,0.688,0.282,0.74,0.795
sample_3017,0.0829,0.653,0.688,0.287,0.7190000000000001,0.794
sample_3018,0.0829,0.6579999999999999,0.674,0.294,0.7340000000000001,0.794
sample_3019,0.0829,0.66,0.6759999999999999,0.295,0.722,0.794
sample_3020,0.0829,0.657,0.695,0.304,0.711,0.792
sample_3021,0.0897,0.6509999999999999,0.6890000000000001,0.31,0.735,0.794
sample_3022,0.0897,0.643,0.687,0.316,0.7390000000000001,0.7929999999999999
sample_3023,0.0897,0.639,0.693,0.313,0.745,0.7879999999999999
sample_3024,0.0897,0.638,0.6890000000000001,0.309,0.737,0.789
sample_3025,0.0897,0.635,0.685,0.305,0.725,0.794
sample_3026,0.0897,0.638,0.6809999999999999,0.293,0.736,0.7959999999999999
sample_3027,0.0897,0.643,0.67,0.285,0.7709999999999999,0.797
sample_3028,0.0897,0.649,0.687,0.28600000000000003,0.737,0.794
sample_3029,0.0897,0.649,0.6920000000000001,0.285,0.7090000000000001,0.799
sample_3030,0.0897,0.644,0.69,0.292,0.768,0.7959999999999999
sample_3031,0.0897,0.639,0.693,0.306,0.7659999999999999,0.79
sample_3032,0.0897,0.637,0.6920000000000001,0.313,0.728,0.7879999999999999
sample_3033,0.0897,0.639,0.6829999999999999,0.317,0.715,0.79
sample_3034,0.0897,0.639,0.6829999999999999,0.312,0.72,0.792
sample_3035,0.0897,0.638,0.696,0.301,0.7440000000000001,0.79
sample_3036,0.0897,0.637,0.687,0.289,0.728,0.794
sample_3037,0.0897,0.635,0.674,0.284,0.72,0.8009999999999999
sample_3038,0.0897,0.637,0.69,0.285,0.7340000000000001,0.7979999999999999
sample_3039,0.0897,0.639,0.6940000000000001,0.28600000000000003,0.726,0.789
sample_3040,0.0897,0.642,0.669,0.28600000000000003,0.727,0.795
sample_3041,0.0706,0.6459999999999999,0.664,0.285,0.726,0.8029999999999999
sample_3042,0.0706,0.649,0.667,0.292,0.706,0.7979999999999999
sample_3043,0.0706,0.648,0.685,0.29100000000000004,0.72,0.7959999999999999
sample_3044,0.0706,0.644,0.698,0.29600000000000004,0.7170000000000001,0.794
sample_3045,0.0706,0.638,0.6920000000000001,0.302,0.722,0.7929999999999999
sample_3046,0.0706,0.63,0.6940000000000001,0.297,0.763,0.794
sample_3047,0.0706,0.625,0.6940000000000001,0.302,0.7340000000000001,0.794
sample_3048,0.0706,0.624,0.682,0.305,0.7040000000000001,0.7959999999999999
sample_3049,0.0706,0.629,0.682,0.298,0.7340000000000001,0.795
sample_3050,0.0706,0.638,0.6920000000000001,0.29100000000000004,0.733,0.7909999999999999
sample_3051,0.0706,0.645,0.6890000000000001,0.293,0.748,0.792
sample_3052,0.0706,0.65,0.672,0.297,0.74,0.7979999999999999
sample_3053,0.0706,0.653,0.669,0.301,0.737,0.7959999999999999
sample_3054,0.0706,0.657,0.6890000000000001,0.306,0.733,0.787
sample_3055,0.0706,0.66,0.6809999999999999,0.311,0.696,0.789
sample_3056,0.0706,0.664,0.672,0.319,0.706,0.7929999999999999
sample_3057,0.0706,0.664,0.6920000000000001,0.326,0.72,0.785
sample_3058,0.0706,0.659,0.6890000000000001,0.32899999999999996,0.718,0.79
sample_3059,0.0706,0.655,0.674,0.33,0.738,0.7959999999999999
sample_3060,0.0706,0.653,0.6829999999999999,0.33,0.7390000000000001,0.792
sample_3061,0.0833,0.65,0.7090000000000001,0.332,0.732,0.782
sample_3062,0.0833,0.647,0.6970000000000001,0.326,0.736,0.7909999999999999
sample_3063,0.0833,0.639,0.682,0.32299999999999995,0.726,0.8009999999999999
sample_3064,0.0833,0.623,0.6859999999999999,0.32899999999999996,0.73,0.794
sample_3065,0.0833,0.615,0.684,0.327,0.7170000000000001,0.7979999999999999
sample_3066,0.0833,0.622,0.6829999999999999,0.32,0.7240000000000001,0.802
sample_3067,0.0833,0.63,0.6709999999999999,0.313,0.743,0.804
sample_3068,0.0833,0.635,0.6859999999999999,0.303,0.726,0.797
sample_3069,0.0833,0.638,0.6940000000000001,0.294,0.7140000000000001,0.794
sample_3070,0.0833,0.64,0.677,0.295,0.716,0.8
sample_3071,0.0833,0.642,0.665,0.308,0.741,0.8009999999999999
sample_3072,0.0833,0.642,0.6679999999999999,0.321,0.745,0.7959999999999999
sample_3073,0.0833,0.644,0.6759999999999999,0.33,0.7170000000000001,0.792
sample_3074,0.0833,0.643,0.6890000000000001,0.337,0.71,0.787
sample_3075,0.0833,0.6409999999999999,0.6920000000000001,0.33799999999999997,0.7190000000000001,0.7859999999999999
sample_3076,0.0833,0.643,0.6920000000000001,0.337,0.728,0.785
sample_3077,0.0833,0.642,0.696,0.33799999999999997,0.737,0.785
sample_3078,0.0833,0.643,0.6829999999999999,0.336,0.7509999999999999,0.7909999999999999
sample_3079,0.0833,0.644,0.67,0.33,0.759,0.794
sample_3080,0.0833,0.644,0.68,0.32299999999999995,0.738,0.792
sample_3081,0.10400000000000001,0.645,0.691,0.32899999999999996,0.726,0.7909999999999999
sample_3082,0.10400000000000001,0.645,0.688,0.335,0.7440000000000001,0.7929999999999999
sample_3083,0.10400000000000001,0.642,0.679,0.332,0.7240000000000001,0.795
sample_3084,0.10400000000000001,0.636,0.6779999999999999,0.33299999999999996,0.718,0.792
sample_3085,0.10400000000000001,0.632,0.687,0.32899999999999996,0.728,0.792
sample_3086,0.10400000000000001,0.632,0.7,0.32,0.732,0.792
sample_3087,0.10400000000000001,0.633,0.69,0.314,0.755,0.794
sample_3088,0.10400000000000001,0.635,0.6809999999999999,0.307,0.742,0.799
sample_3089,0.10400000000000001,0.638,0.696,0.303,0.741,0.794
sample_3090,0.10400000000000001,0.642,0.687,0.3,0.747,0.792
sample_3091,0.10400000000000001,0.644,0.6629999999999999,0.307,0.742,0.797
sample_3092,0.10400000000000001,0.644,0.67,0.3,0.73,0.7979999999999999
sample_3093,0.10400000000000001,0.642,0.684,0.298,0.7240000000000001,0.7959999999999999
sample_3094,0.10400000000000001,0.6409999999999999,0.6859999999999999,0.311,0.708,0.7929999999999999
sample_3095,0.10400000000000001,0.6409999999999999,0.677,0.316,0.728,0.7959999999999999
sample_3096,0.10400000000000001,0.643,0.66,0.314,0.746,0.8009999999999999
sample_3097,0.10400000000000001,0.643,0.68,0.311,0.7340000000000001,0.792
sample_3098,0.10400000000000001,0.637,0.6940000000000001,0.306,0.748,0.7879999999999999
sample_3099,0.10400000000000001,0.631,0.675,0.29600000000000004,0.746,0.802
sample_3100,0.10400000000000001,0.629,0.6629999999999999,0.28800000000000003,0.742,0.809
sample_3101,0.0669,0.63,0.687,0.287,0.74,0.8
sample_3102,0.0669,0.635,0.688,0.287,0.732,0.7979999999999999
sample_3103,0.0669,0.643,0.665,0.27699999999999997,0.753,0.8029999999999999
sample_3104,0.0669,0.649,0.672,0.27399999999999997,0.7509999999999999,0.804
sample_3105,0.0669,0.652,0.691,0.28300000000000003,0.7240000000000001,0.799
sample_3106,0.0669,0.655,0.691,0.28600000000000003,0.7020000000000001,0.795
sample_3107,0.0669,0.6559999999999999,0.679,0.28800000000000003,0.688,0.795
sample_3108,0.0669,0.655,0.677,0.297,0.703,0.795
sample_3109,0.0669,0.655,0.682,0.305,0.7120000000000001,0.795
sample_3110,0.0669,0.657,0.6890000000000001,0.305,0.7040000000000001,0.794
sample_3111,0.0669,0.659,0.693,0.304,0.7090000000000001,0.79
sample_3112,0.0669,0.6859999999999999,0.6759999999999999,0.306,0.7390000000000001,0.792
sample_3113,0.0669,0.716,0.6729999999999999,0.306,0.752,0.7959999999999999
sample_3114,0.0669,0.71,0.6709999999999999,0.319,0.736,0.799
sample_3115,0.0669,0.7040000000000001,0.6659999999999999,0.342,0.72,0.7959999999999999
sample_3116,0.0669,0.7020000000000001,0.684,0.35100000000000003,0.723,0.7859999999999999
sample_3117,0.0669,0.701,0.696,0.35200000000000004,0.725,0.785
sample_3118,0.0669,0.7,0.684,0.358,0.7170000000000001,0.794
sample_3119,0.0669,0.7,0.684,0.361,0.7140000000000001,0.799
sample_3120,0.0669,0.703,0.6729999999999999,0.35600000000000004,0.718,0.8029999999999999
sample_3121,0.0971,0.711,0.6809999999999999,0.354,0.738,0.7979999999999999
sample_3122,0.0971,0.7190000000000001,0.6890000000000001,0.35700000000000004,0.735,0.7959999999999999
sample_3123,0.0971,0.7240000000000001,0.6779999999999999,0.35200000000000004,0.726,0.802
sample_3124,0.0971,0.7240000000000001,0.687,0.35700000000000004,0.762,0.7979999999999999
sample_3125,0.0971,0.725,0.6779999999999999,0.369,0.76,0.797
sample_3126,0.0971,0.723,0.68,0.38299999999999995,0.722,0.7909999999999999
sample_3127,0.0971,0.7190000000000001,0.6809999999999999,0.38799999999999996,0.745,0.789
sample_3128,0.0971,0.715,0.6809999999999999,0.389,0.746,0.7909999999999999
sample_3129,0.0971,0.71,0.713,0.39,0.731,0.7879999999999999
sample_3130,0.0971,0.7090000000000001,0.711,0.384,0.737,0.792
sample_3131,0.0971,0.711,0.6970000000000001,0.381,0.7490000000000001,0.794
sample_3132,0.0971,0.711,0.701,0.38299999999999995,0.73,0.794
sample_3133,0.0971,0.71,0.7020000000000001,0.387,0.7120000000000001,0.79
sample_3134,0.0971,0.7090000000000001,0.693,0.384,0.7170000000000001,0.7909999999999999
sample_3135,0.0971,0.708,0.693,0.381,0.741,0.7929999999999999
sample_3136,0.0971,0.7070000000000001,0.684,0.385,0.773,0.7959999999999999
sample_3137,0.0971,0.7040000000000001,0.6829999999999999,0.387,0.7440000000000001,0.7979999999999999
sample_3138,0.0971,0.6970000000000001,0.696,0.387,0.7340000000000001,0.792
sample_3139,0.0971,0.6920000000000001,0.691,0.384,0.745,0.7909999999999999
sample_3140,0.0971,0.6920000000000001,0.684,0.382,0.7070000000000001,0.795
sample_3141,0.0754,0.6970000000000001,0.685,0.381,0.706,0.7959999999999999
sample_3142,0.0754,0.6970000000000001,0.69,0.375,0.765,0.795
sample_3143,0.0754,0.695,0.6890000000000001,0.365,0.769,0.7909999999999999
sample_3144,0.0754,0.6990000000000001,0.687,0.358,0.7440000000000001,0.7929999999999999
sample_3145,0.0754,0.7,0.6920000000000001,0.353,0.731,0.794
sample_3146,0.0754,0.703,0.688,0.355,0.733,0.792
sample_3147,0.0754,0.706,0.6809999999999999,0.364,0.738,0.7909999999999999
sample_3148,0.0754,0.706,0.6970000000000001,0.359,0.726,0.7859999999999999
sample_3149,0.0754,0.703,0.6809999999999999,0.355,0.722,0.797
sample_3150,0.0754,0.6990000000000001,0.6779999999999999,0.361,0.726,0.7959999999999999
sample_3151,0.0754,0.691,0.6990000000000001,0.36200000000000004,0.76,0.789
sample_3152,0.0754,0.685,0.7,0.355,0.77,0.7959999999999999
sample_3153,0.0754,0.69,0.682,0.348,0.748,0.8029999999999999
sample_3154,0.0754,0.6990000000000001,0.667,0.34299999999999997,0.748,0.8029999999999999
sample_3155,0.0754,0.701,0.682,0.33799999999999997,0.728,0.799
sample_3156,0.0754,0.6970000000000001,0.69,0.33399999999999996,0.7170000000000001,0.8
sample_3157,0.0754,0.6920000000000001,0.674,0.32899999999999996,0.7140000000000001,0.8029999999999999
sample_3158,0.0754,0.685,0.677,0.32899999999999996,0.7070000000000001,0.799
sample_3159,0.0754,0.6809999999999999,0.695,0.326,0.696,0.7909999999999999
sample_3160,0.0754,0.684,0.687,0.321,0.696,0.795
sample_3161,0.0741,0.685,0.67,0.309,0.6890000000000001,0.804
sample_3162,0.0741,0.685,0.6709999999999999,0.307,0.682,0.8059999999999999
sample_3163,0.0741,0.6859999999999999,0.6890000000000001,0.313,0.7020000000000001,0.794
sample_3164,0.0741,0.687,0.696,0.316,0.7090000000000001,0.7929999999999999
sample_3165,0.0741,0.693,0.7020000000000001,0.311,0.72,0.794
sample_3166,0.0741,0.6970000000000001,0.6859999999999999,0.307,0.752,0.7929999999999999
sample_3167,0.0741,0.696,0.6679999999999999,0.303,0.752,0.7979999999999999
sample_3168,0.0741,0.6970000000000001,0.674,0.3,0.718,0.805
sample_3169,0.0741,0.696,0.682,0.306,0.693,0.802
sample_3170,0.0741,0.6890000000000001,0.664,0.295,0.703,0.8009999999999999
sample_3171,0.0741,0.685,0.655,0.285,0.7290000000000001,0.8079999999999999
sample_3172,0.0741,0.687,0.6609999999999999,0.282,0.7240000000000001,0.809
sample_3173,0.0741,0.693,0.6729999999999999,0.276,0.72,0.799
sample_3174,0.0741,0.6970000000000001,0.6920000000000001,0.27899999999999997,0.7709999999999999,0.7859999999999999
sample_3175,0.0741,0.695,0.6829999999999999,0.281,0.7909999999999999,0.789
sample_3176,0.0741,0.6940000000000001,0.669,0.28300000000000003,0.7509999999999999,0.792
sample_3177,0.0741,0.695,0.677,0.285,0.7290000000000001,0.79
sample_3178,0.0741,0.6940000000000001,0.6779999999999999,0.292,0.725,0.792
sample_3179,0.0741,0.6940000000000001,0.667,0.29600000000000004,0.736,0.7959999999999999
sample_3180,0.0741,0.691,0.6729999999999999,0.29,0.726,0.795
sample_3181,0.0782,0.688,0.6679999999999999,0.282,0.7090000000000001,0.7979999999999999
sample_3182,0.0782,0.6859999999999999,0.6609999999999999,0.287,0.705,0.8
sample_3183,0.0782,0.685,0.665,0.285,0.705,0.7979999999999999
sample_3184,0.0782,0.6809999999999999,0.669,0.27899999999999997,0.738,0.7979999999999999
sample_3185,0.0782,0.6809999999999999,0.667,0.278,0.745,0.804
sample_3186,0.0782,0.685,0.6559999999999999,0.271,0.722,0.81
sample_3187,0.0782,0.6859999999999999,0.679,0.266,0.731,0.799
sample_3188,0.0782,0.6890000000000001,0.698,0.26899999999999996,0.731,0.7909999999999999
sample_3189,0.0782,0.693,0.674,0.272,0.745,0.8
sample_3190,0.0782,0.691,0.6759999999999999,0.275,0.755,0.797
sample_3191,0.0782,0.685,0.695,0.276,0.726,0.79
sample_3192,0.0782,0.679,0.6990000000000001,0.272,0.7070000000000001,0.7929999999999999
sample_3193,0.0782,0.6759999999999999,0.687,0.27699999999999997,0.7140000000000001,0.795
sample_3194,0.0782,0.6759999999999999,0.6729999999999999,0.27,0.7140000000000001,0.797
sample_3195,0.0782,0.68,0.67,0.264,0.735,0.792
sample_3196,0.0782,0.688,0.672,0.266,0.755,0.7909999999999999
sample_3197,0.0782,0.6970000000000001,0.691,0.264,0.746,0.795
sample_3198,0.0782,0.7020000000000001,0.7020000000000001,0.275,0.722,0.795
sample_3199,0.0782,0.6990000000000001,0.691,0.28600000000000003,0.731,0.794
sample_3200,0.0782,0.6970000000000001,0.687,0.294,0.74,0.7959999999999999
sample_3201,0.10800000000000001,0.6940000000000001,0.6679999999999999,0.301,0.728,0.795
sample_3202,0.10800000000000001,0.6920000000000001,0.669,0.294,0.737,0.795
sample_3203,0.10800000000000001,0.6920000000000001,0.679,0.292,0.732,0.7959999999999999
sample_3204,0.10800000000000001,0.688,0.684,0.303,0.77,0.7909999999999999
sample_3205,0.10800000000000001,0.6809999999999999,0.672,0.295,0.762,0.8
sample_3206,0.10800000000000001,0.682,0.6559999999999999,0.29100000000000004,0.7290000000000001,0.807
sample_3207,0.10800000000000001,0.69,0.665,0.29100000000000004,0.742,0.8059999999999999
sample_3208,0.10800000000000001,0.6970000000000001,0.6729999999999999,0.27899999999999997,0.7340000000000001,0.802
sample_3209,0.10800000000000001,0.7020000000000001,0.6829999999999999,0.28,0.73,0.79
sample_3210,0.10800000000000001,0.706,0.6759999999999999,0.297,0.73,0.7909999999999999
sample_3211,0.10800000000000001,0.7040000000000001,0.662,0.315,0.71,0.799
sample_3212,0.10800000000000001,0.6970000000000001,0.672,0.316,0.727,0.794
sample_3213,0.10800000000000001,0.691,0.684,0.313,0.741,0.79
sample_3214,0.10800000000000001,0.6890000000000001,0.6759999999999999,0.317,0.7170000000000001,0.792
sample_3215,0.10800000000000001,0.6859999999999999,0.6759999999999999,0.326,0.7440000000000001,0.7929999999999999
sample_3216,0.10800000000000001,0.684,0.693,0.319,0.743,0.79
sample_3217,0.10800000000000001,0.684,0.698,0.31,0.726,0.794
sample_3218,0.10800000000000001,0.6859999999999999,0.687,0.312,0.742,0.8
sample_3219,0.10800000000000001,0.691,0.6779999999999999,0.316,0.748,0.7979999999999999
sample_3220,0.10800000000000001,0.6890000000000001,0.68,0.318,0.736,0.794
sample_3221,0.0843,0.6829999999999999,0.687,0.315,0.737,0.7959999999999999
sample_3222,0.0843,0.682,0.6920000000000001,0.321,0.733,0.7929999999999999
sample_3223,0.0843,0.6809999999999999,0.6829999999999999,0.327,0.723,0.794
sample_3224,0.0843,0.6759999999999999,0.6940000000000001,0.322,0.713,0.7909999999999999
sample_3225,0.0843,0.6729999999999999,0.6829999999999999,0.312,0.723,0.795
sample_3226,0.0843,0.677,0.679,0.3,0.735,0.795
sample_3227,0.0843,0.6859999999999999,0.69,0.3,0.737,0.7909999999999999
sample_3228,0.0843,0.6970000000000001,0.68,0.308,0.7440000000000001,0.7959999999999999
sample_3229,0.0843,0.7090000000000001,0.6629999999999999,0.306,0.736,0.799
sample_3230,0.0843,0.72,0.66,0.312,0.737,0.7959999999999999
sample_3231,0.0843,0.7240000000000001,0.665,0.33799999999999997,0.741,0.7909999999999999
sample_3232,0.0843,0.72,0.6659999999999999,0.35700000000000004,0.737,0.797
sample_3233,0.0843,0.715,0.669,0.366,0.736,0.8009999999999999
sample_3234,0.0843,0.71,0.674,0.369,0.721,0.795
sample_3235,0.0843,0.703,0.6709999999999999,0.369,0.708,0.795
sample_3236,0.0843,0.6970000000000001,0.665,0.36700000000000005,0.7340000000000001,0.7979999999999999
sample_3237,0.0843,0.6859999999999999,0.674,0.36700000000000005,0.7509999999999999,0.797
sample_3238,0.0843,0.6759999999999999,0.67,0.35600000000000004,0.743,0.8009999999999999
sample_3239,0.0843,0.6679999999999999,0.664,0.34600000000000003,0.7120000000000001,0.807
sample_3240,0.0843,0.669,0.67,0.33799999999999997,0.701,0.8009999999999999
sample_3241,0.0559,0.677,0.674,0.32299999999999995,0.743,0.799
sample_3242,0.0559,0.6809999999999999,0.6629999999999999,0.312,0.74,0.804
sample_3243,0.0559,0.682,0.672,0.309,0.715,0.797
sample_3244,0.0559,0.684,0.698,0.316,0.703,0.789
sample_3245,0.0559,0.682,0.685,0.317,0.7240000000000001,0.797
sample_3246,0.0559,0.679,0.6559999999999999,0.324,0.7659999999999999,0.807
sample_3247,0.0559,0.6779999999999999,0.6729999999999999,0.33399999999999996,0.721,0.799
sample_3248,0.0559,0.677,0.701,0.32899999999999996,0.705,0.792
sample_3249,0.0559,0.674,0.695,0.327,0.723,0.797
sample_3250,0.0559,0.669,0.674,0.332,0.715,0.8009999999999999
sample_3251,0.0559,0.6679999999999999,0.667,0.32799999999999996,0.733,0.8029999999999999
sample_3252,0.0559,0.6659999999999999,0.669,0.322,0.722,0.807
sample_3253,0.0559,0.667,0.675,0.319,0.722,0.8009999999999999
sample_3254,0.0559,0.6709999999999999,0.682,0.311,0.716,0.7929999999999999
sample_3255,0.0559,0.675,0.679,0.311,0.7120000000000001,0.7979999999999999
sample_3256,0.0559,0.679,0.69,0.32,0.743,0.795
sample_3257,0.0559,0.68,0.68,0.318,0.727,0.8
sample_3258,0.0559,0.68,0.6629999999999999,0.317,0.721,0.8
sample_3259,0.0559,0.6829999999999999,0.6759999999999999,0.32799999999999996,0.737,0.792
sample_3260,0.0559,0.688,0.6890000000000001,0.336,0.7190000000000001,0.7859999999999999
sample_3261,0.0962,0.69,0.6970000000000001,0.34,0.725,0.782
sample_3262,0.0962,0.688,0.68,0.34,0.706,0.7929999999999999
sample_3263,0.0962,0.6829999999999999,0.6659999999999999,0.337,0.703,0.7959999999999999
sample_3264,0.0962,0.6829999999999999,0.6729999999999999,0.34299999999999997,0.736,0.794
sample_3265,0.0962,0.684,0.6659999999999999,0.344,0.723,0.8
sample_3266,0.0962,0.68,0.674,0.33799999999999997,0.7290000000000001,0.799
sample_3267,0.0962,0.677,0.675,0.341,0.738,0.799
sample_3268,0.0962,0.6729999999999999,0.684,0.337,0.723,0.8009999999999999
sample_3269,0.0962,0.6759999999999999,0.6920000000000001,0.335,0.726,0.7959999999999999
sample_3270,0.0962,0.685,0.6829999999999999,0.336,0.708,0.795
sample_3271,0.0962,0.6890000000000001,0.6829999999999999,0.33399999999999996,0.737,0.7979999999999999
sample_3272,0.0962,0.6859999999999999,0.703,0.33799999999999997,0.763,0.79
sample_3273,0.0962,0.688,0.708,0.344,0.723,0.787
sample_3274,0.0962,0.691,0.684,0.348,0.7340000000000001,0.795
sample_3275,0.0962,0.6920000000000001,0.6829999999999999,0.348,0.7390000000000001,0.795
sample_3276,0.0962,0.6970000000000001,0.6809999999999999,0.354,0.748,0.7959999999999999
sample_3277,0.0962,0.6970000000000001,0.6759999999999999,0.35200000000000004,0.76,0.7959999999999999
sample_3278,0.0962,0.693,0.6920000000000001,0.35,0.7190000000000001,0.7929999999999999
sample_3279,0.0962,0.6920000000000001,0.677,0.35600000000000004,0.7120000000000001,0.7979999999999999
sample_3280,0.0962,0.6940000000000001,0.6779999999999999,0.365,0.72,0.7979999999999999
sample_3281,0.0903,0.698,0.69,0.371,0.721,0.7909999999999999
sample_3282,0.0903,0.6970000000000001,0.6779999999999999,0.37200000000000005,0.75,0.799
sample_3283,0.0903,0.693,0.677,0.368,0.743,0.8009999999999999
sample_3284,0.0903,0.688,0.6729999999999999,0.36200000000000004,0.728,0.8
sample_3285,0.0903,0.6890000000000001,0.664,0.364,0.71,0.802
sample_3286,0.0903,0.69,0.684,0.369,0.696,0.795
sample_3287,0.0903,0.687,0.685,0.369,0.738,0.7959999999999999
sample_3288,0.0903,0.685,0.6659999999999999,0.36700000000000005,0.7509999999999999,0.802
sample_3289,0.0903,0.68,0.6779999999999999,0.369,0.728,0.8
sample_3290,0.0903,0.679,0.688,0.375,0.738,0.797
sample_3291,0.0903,0.6829999999999999,0.6709999999999999,0.37200000000000005,0.716,0.8
sample_3292,0.0903,0.682,0.667,0.36200000000000004,0.722,0.8
sample_3293,0.0903,0.6809999999999999,0.68,0.35700000000000004,0.7170000000000001,0.794
sample_3294,0.0903,0.68,0.6809999999999999,0.36200000000000004,0.695,0.795
sample_3295,0.0903,0.677,0.6659999999999999,0.368,0.722,0.799
sample_3296,0.0903,0.6729999999999999,0.677,0.368,0.711,0.7959999999999999
sample_3297,0.0903,0.6729999999999999,0.6779999999999999,0.36200000000000004,0.68,0.802
sample_3298,0.0903,0.679,0.688,0.35600000000000004,0.705,0.799
sample_3299,0.0903,0.682,0.68,0.35600000000000004,0.741,0.797
sample_3300,0.0903,0.6809999999999999,0.67,0.354,0.727,0.799
sample_3301,0.0844,0.68,0.6890000000000001,0.358,0.715,0.7879999999999999
sample_3302,0.0844,0.677,0.6709999999999999,0.36,0.688,0.792
sample_3303,0.0844,0.6759999999999999,0.6679999999999999,0.355,0.6809999999999999,0.7959999999999999
sample_3304,0.0844,0.675,0.688,0.354,0.735,0.789
sample_3305,0.0844,0.6679999999999999,0.684,0.349,0.748,0.795
sample_3306,0.0844,0.6629999999999999,0.6609999999999999,0.341,0.718,0.8079999999999999
sample_3307,0.0844,0.657,0.655,0.33799999999999997,0.703,0.81
sample_3308,0.0844,0.654,0.665,0.325,0.695,0.809
sample_3309,0.0844,0.654,0.685,0.313,0.7390000000000001,0.8079999999999999
sample_3310,0.0844,0.653,0.693,0.312,0.76,0.8029999999999999
sample_3311,0.0844,0.66,0.6709999999999999,0.306,0.743,0.8
sample_3312,0.0844,0.6659999999999999,0.6759999999999999,0.303,0.718,0.7979999999999999
sample_3313,0.0844,0.6629999999999999,0.696,0.313,0.72,0.7929999999999999
sample_3314,0.0844,0.66,0.691,0.32,0.7290000000000001,0.797
sample_3315,0.0844,0.654,0.685,0.324,0.754,0.795
sample_3316,0.0844,0.645,0.679,0.316,0.768,0.7959999999999999
